#node1	node2
O75586	Q9NX70
O00401	P61160
P08069	Q9UEF7
Q13315	Q92878
P04637	Q5VTR2
P24941	Q93096
Q9H6S1	Q9UHD2
Q6P1J9	Q8N7H5
O14775	P05771
P61952	Q14416
P28562	P31483
P21673	Q9UKY1
O14827	P61952
P35372	P59768
P02647	P10266
O15264	P07197
O15031	Q14164
P49674	Q99743
Q9H0R8	Q9H2M9
P48736	P60953
Q14152	Q9Y262
P60022	Q12851
O75116	P53667
O00159	P62993
Q92769	Q9UBG7
P46531	Q92831
P31751	Q07352
Q02878	Q99558
O60237	P62136
Q14197	Q9BZE1
P15884	P24385
Q8WWL7	Q9UJX4
P28482	Q9Y6W6
Q9BUZ4	Q9Y4K3
O14717	P01616
P14207	Q01850
O60814	Q9BTM1
P27361	P48039
P49662	P53007
P38398	Q8N2W9
P31751	P56277
Q06124	Q14289
P12830	Q68CZ2
P16871	Q9UL46
O75582	P27361
Q9HCK4	Q9Y6N7
Q15834	Q9UGJ1
P22532	Q16659
P63261	Q13077
O95992	P58012
Q14164	Q9BQ67
Q14626	Q8IZI9
P46109	P51692
Q99459	Q9NU22
Q13751	Q16787
Q15165	Q9Y230
P07900	P08253
Q92730	Q9BZ29
P60709	Q96A32
Q06323	Q13155
P04406	Q6PD62
P31751	P49137
O15169	P35813
Q8TAB5	Q96L14
Q15459	Q9BQA1
P49450	Q08050
P62136	Q13237
O14641	Q96BR9
P26992	Q92624
Q92922	Q9NZC7
P42766	P62910
P23508	P62263
P35222	Q96NW7
O43586	O95996
Q09472	Q7L5N1
P60981	Q14164
O75970	Q9NSI5
O15162	Q96H86
Q92731	Q9NVC6
P0CG48	P48357
P60953	Q9UQB8
P19174	Q16288
O95273	P82933
P19634	Q13315
Q15080	Q16539
P35900	Q13057
P01116	Q9UM73
P12107	P26006
Q5VVX9	Q9BYV2
P08754	Q08462
P28749	Q9BUH8
P07900	P09769
P38919	Q04637
A8MTJ3	P18545
Q14677	Q9H492
406982	Q01094
406911	P04637
P46734	Q15759
O15519	Q15628
P23508	P54819
Q13131	Q86V24
P55854	Q5T5X7
P15622	Q9BUH8
Q15393	Q92796
P10415	P63151
P06241	Q9BZX2
Q13797	Q9Y490
Q16787	Q7L1I2
O15530	Q9H307
O14939	Q12967
P23511	Q07955
O75610	Q96S42
Q8WYH8	Q9UGN5
P10275	P48552
P38405	Q8NGY5
Q96KM6	Q9BXP8
O94972	Q9UBZ4
P10276	P61201
Q13007	Q8IU57
P15260	P22301
P42575	Q7Z5J4
O95400	Q01844
O95819	Q5JTH9
P00519	Q9UF33
O60739	P30046
P12544	P27695
P63000	Q5JSL3
P30519	Q9BT40
Q04721	Q8TDB6
Q13315	Q9P2N2
O43150	P19174
P53814	P68133
P05129	Q8TEY5
O14920	O60641
P38936	Q00534
O60563	O60583
P18545	P19087
P10398	P28482
Q08289	Q14738
O95453	Q92945
P0DJD1	P63279
P24863	Q13315
O43147	O43570
Q93079	Q9UBN7
P01889	P30040
P53778	Q13115
Q7L7L0	Q99880
P26006	Q07890
O14492	P09619
O60869	Q13285
P04083	P05787
406983	O60315
P46782	P46783
P27540	Q12983
P01579	P26951
P22694	Q9Y698
P18206	Q8NHR9
P04637	P27695
P17181	Q96CW1
P04626	Q12913
O95396	O96007
Q9UHC6	Q9Y2J2
O14764	Q15111
P54619	Q13573
P38398	Q92560
P62979	P63220
P30520	Q9H0Y0
O43752	Q9H270
P05109	P15153
P09429	P52701
P16471	P63104
P21554	P63215
Q6DN03	Q9C005
P38484	Q9NYY1
P13725	Q13261
P61006	Q96C24
O15514	P53803
P84243	Q9NVP2
P46777	P49207
P26640	Q9Y6K9
O15162	P12236
Q13043	Q9NS23
Q04724	Q9BX70
O60674	P42702
P16104	Q16531
406948	P35226
P02751	P56199
O95433	P55287
A8MVU1	P19878
O00203	P49407
P55196	P61981
P13498	P14598
Q16539	Q9Y463
Q15047	Q9NY59
O95484	Q96B33
O14641	Q93062
O15264	P98177
P11234	Q07890
O75083	Q15477
P45984	Q14934
P10144	Q07820
O60381	P18146
Q15365	Q9P2S5
P82279	Q8NI35
P51685	Q8WTQ7
Q01130	Q13247
P35244	Q9P286
O43815	Q9Y3A3
P05412	Q8NEZ4
P09874	Q9UGN5
P01138	P09619
P22612	P51787
O43676	O95139
P55854	Q92466
P84996	Q08462
Q8TF68	Q96CV9
P08754	P35498
Q5T5U3	Q7L0Q8
P12109	P18564
P45983	P78527
P63096	Q92806
P02768	Q92736
Q02930	Q9Y243
P17677	P62158
P08123	P14780
P23443	Q9BUZ4
O43741	Q86V24
P84103	Q16629
Q92963	Q9NZL6
P11362	Q07889
P10644	Q9Y6D6
O94993	Q13145
P26367	P50458
P38405	Q8NGF4
P11171	Q15691
O43353	Q9NYJ8
P55084	Q14451
P15531	Q9Y3F4
P29474	Q13554
P01857	Q9H974
P62136	Q9NZT1
P61970	Q9Y383
Q15834	Q96LL4
P31152	Q13115
P28221	Q9UK08
P12236	P63244
P09471	P47898
Q13443	Q99962
Q13315	Q99575
P17676	P27361
P09471	P35498
P45973	P68431
O15519	Q02750
P14373	Q9UHD2
P62993	Q9ULW0
O60244	O95402
P41279	Q99558
P14416	Q06190
P46100	Q13315
P58418	Q13402
Q02156	Q9NQ66
P32246	Q9H2A7
Q13617	Q9C0D3
P16860	P27487
P16471	P61981
O94916	P15121
Q13625	Q8NEY8
P45983	Q13077
Q92831	Q9Y6Q9
P11802	P12004
P04899	P17252
Q9Y3T9	Q9Y5J5
Q08380	Q15628
P04150	P12544
P06127	P11912
P11215	P15498
P24534	P26641
P19174	Q9NZM4
O15287	Q13813
O75928	P42224
O95997	Q13042
Q13315	Q4G0J3
P26373	P47914
P29400	Q8N5U6
Q15047	Q9P2D1
Q8N2Z9	Q9NPD8
O15372	P47813
P42768	P84095
P68431	Q9BYW2
P14416	P62873
P20265	P35222
P48730	Q49AN0
P62993	Q86V48
O14929	Q6NXT2
P62750	P62913
P09919	P48357
Q9UKX5	Q9Y490
P38398	Q96RT8
P05015	P16471
O95786	Q13114
Q15796	Q9NYA4
P78412	Q13526
O95402	Q9Y3C7
P01570	Q9UHF4
Q15554	Q8IY92
O00571	P18206
Q01668	Q14654
P61254	P62891
O00159	Q9Y5J5
P09619	Q9Y264
P41594	Q05586
O15162	Q9P0T4
P38919	Q13573
P26012	Q9NVD7
P20042	Q9BY44
P63000	Q9Y2Y0
P09237	P60022
O43674	Q9Y6M9
Q9BUJ2	Q9BWF3
O60244	Q9H944
P22003	Q13253
574515	O95238
O95685	Q9UD71
Q16254	Q9HAW4
P0CG48	Q9Y5X1
Q8N7W2	Q9GZT8
Q13263	Q96PG8
P05014	P26992
Q13315	Q15906
P49792	Q8N1F7
Q6UWZ7	Q9NWV8
O75937	P38159
O60603	P51617
P04183	Q04724
Q15287	Q9NQ29
O75323	P41743
O15260	Q9H1C4
P41597	P78423
P31749	Q8IYJ3
P11021	P30040
P15336	Q99062
P41235	Q13503
Q07869	Q9Y618
P63096	Q86YR5
Q8N474	Q9NPG1
P0C5Y9	Q13547
P25092	P41235
O60353	Q9GZT5
P01730	P51681
O43353	Q13490
P31749	Q13233
O95256	Q13478
O75508	P57739
P50402	Q9UKV8
O14920	P15509
P20618	Q96RG2
Q16236	Q6P1K2
P42338	P54709
P60568	Q13651
O76002	P32121
O43741	Q9Y376
P52756	Q05519
P04629	Q9Y5J5
Q12788	Q7L2E3
P23508	P83731
Q9H4G0	Q9Y3M8
Q05397	Q9H6S3
P43686	Q9UNM6
P19387	Q9BTT4
P23945	P32298
P08238	Q99459
Q00839	Q05519
P21860	P42566
P29353	P40189
P49407	P51684
O95619	Q9NPF5
P38405	Q8NH90
P24864	P63208
O95998	P17676
Q09472	Q70SY1
P20333	Q15628
O00327	P35398
P13612	P49747
P01137	P08253
Q13835	Q5MNZ9
P01106	Q96T76
Q8NHQ1	Q9BVJ6
O60566	Q12834
P40238	Q9ULV8
P78536	Q99466
Q15750	Q8TDZ2
P06241	Q9UJT2
P10301	P28482
O14641	P04637
P49746	Q08722
P40937	Q13573
O14798	P04637
P49815	Q96PY6
Q01831	Q13315
Q9H4G0	Q9UDY2
P01242	Q5VWK5
P15880	P24522
O75494	P08621
Q7Z3C6	Q8NEM7
P48436	P57073
P41235	P49116
P62140	Q13263
Q8TEY5	Q9NR55
P34947	P49238
Q8TDZ2	Q9H0U4
P01569	Q6UXL0
Q8TBE0	Q96KG7
O75446	Q16576
P68366	Q9BUF5
P12980	Q96SQ7
P14625	P19388
Q96IZ7	Q9Y333
P60763	Q96HP0
P01876	Q9NY47
P80188	Q8WUG5
P23229	P56199
O00311	P33993
Q53G59	Q9NRT5
Q07890	Q68EM7
P04899	P24530
P08588	Q5TCQ9
O14777	P30622
O15524	P38484
O95865	Q15418
O43521	Q9NTI5
P54709	Q92569
P48544	P59768
P21796	P23508
P63000	Q8NF50
P47992	P61073
O96017	Q9Y294
P15880	Q9UKV8
O95433	Q9Y5I2
P19022	P23470
O96013	P60763
P30153	Q15173
P40763	Q99062
O60936	Q96T60
Q14966	Q9BQ66
Q99640	Q9UK32
O75486	Q9Y6J9
Q6P3W6	Q96MW5
P20248	Q13309
406883	Q92945
O14686	Q13573
P05771	P18848
P00519	Q9ULH1
Q01459	Q02556
P01241	P24534
P35225	Q5VWK5
P83731	Q8TDR0
O14576	P51149
P06493	P51587
O95251	Q92997
O75800	Q86UW7
P42575	Q08378
Q5T653	Q9HAU4
O14733	P36575
P10827	Q13547
P17480	Q13535
P38936	Q7L5D6
P78552	Q9UHD0
P55196	Q9BX67
P62070	Q04771
O43567	P61088
P01892	P43628
P01106	Q8TDI0
P04406	P62807
O60684	P32119
Q05519	Q07955
P35626	Q8NGT5
Q13416	Q99741
P30260	P51955
P62140	Q02156
P37287	Q14442
O94874	Q96JB5
Q8WZ74	Q9Y3A3
Q5TAQ9	Q969Y2
P68431	Q96LA8
Q12929	Q9UKN7
Q8NDC0	Q96PV6
O75807	P56945
Q96EV8	Q9ULM2
P51808	Q13409
O43586	Q99952
O00144	Q9H1J7
P01133	P09619
P0C1H6	Q9BTM1
Q9UDV6	Q9UHR5
O43566	P11215
Q96T88	Q9UBC3
O00422	Q96ST3
P35251	P67870
P14317	P50570
P35544	P62249
P0CG48	P62993
Q07021	Q9HBU1
P10636	P19174
P11912	P51451
P35228	P38484
P78552	Q16619
P51965	Q06587
P62256	Q8NA82
Q8IV45	Q9NWZ3
P09429	Q15109
Q15047	Q9BWC9
O95997	Q9UJX5
P01569	P48551
O14920	Q99836
P01106	Q9UHX1
P55209	Q12933
Q14139	Q7Z434
Q13315	Q6ZU80
Q05516	Q9NS56
P14780	Q01955
P01562	P15260
P53778	Q9P2K8
P16035	Q9Y266
P46934	P51170
P07437	Q12933
O15144	P63261
P05112	Q8N6P7
O95758	Q9UET6
P42575	Q9NR28
P08069	P16473
P15927	Q5UIP0
P60866	Q99684
P26992	P29350
P06241	P06734
P10721	Q99962
P19793	Q06710
P36957	P68371
O76061	P32121
Q9NQC7	Q9UBN7
P48730	Q15796
P63096	P81274
P51991	Q8IWZ8
O15446	Q13315
P09429	Q5T3J3
P16220	Q9UK59
P01570	P32927
P16220	Q13557
P20671	Q969S8
P01308	P35968
Q8IZI9	Q9UHF4
Q13315	Q9H2X6
O00459	P36888
P61981	Q9BPZ7
P0CG48	P46531
P14778	P27986
P10827	Q71F56
P16871	P28482
P13639	P54619
P04637	P27694
P50453	P68104
Q04637	Q8NFH3
O75821	P05198
P32121	Q8NHB7
Q12873	Q92769
P49792	Q92621
P35222	Q15717
Q8IX04	Q9Y4K3
P06241	Q86YH6
P12235	P45880
P40337	Q99700
P46108	Q07912
O75533	Q14164
O43395	P55081
P04183	Q8IY18
Q9HCK5	Q9NZI8
P60763	Q14185
P27361	Q13501
P49768	Q9NQB0
P37231	Q9H0E9
P27482	P46019
Q6ZMV9	Q92624
O43524	P04179
P21281	Q13510
O00716	P24941
P12004	P49459
P05771	Q9GZQ8
P02461	P07384
Q08945	Q71UI9
P37023	Q13485
O14796	Q9BZW8
Q13573	Q96JP2
P32418	P54709
P46531	Q9UBG7
P78362	Q9UKV3
P20783	Q16620
Q5VTD9	Q86UL3
O75351	Q9NP79
P08865	P62081
P33993	Q12905
Q04206	Q8TBK2
O00273	Q15751
P20132	P21912
P61088	Q14164
P36897	Q03167
Q13148	Q9UKY1
Q8IYI8	Q99750
P19429	P68032
O14950	P62136
P15036	Q6SJ96
P62875	Q15369
P02462	P05106
Q01113	Q9P0W0
Q8WV41	Q9Y5X1
O60232	Q99873
P25398	P46783
P51784	Q9Y4E8
Q8N257	Q969S8
P08621	Q9BZL6
O94916	P63098
Q13573	Q14185
P06734	P17676
Q13315	Q6ZNG1
P22087	Q9BXL5
Q12974	Q15853
P30793	Q13129
O14836	Q9NWZ3
P01106	P09455
5512	P62136
O60739	P09936
Q96DB2	Q9P0M6
O14980	Q99567
Q13315	Q9NYB0
P15153	Q13153
O60684	Q9NYR8
Q13573	Q9HAU5
O95707	P78345
O60684	P04406
P12110	P23229
P28702	Q07869
P20339	Q9UKG1
P32249	Q13330
Q13362	Q9UBN1
Q06609	Q12873
Q92997	Q9H0I2
P31946	Q96SB4
P17980	Q16665
O00255	P15531
Q9Y664	Q9Y679
Q16236	Q16621
P60763	Q6ZUM4
O15105	Q15361
P22362	P51686
P38405	Q5TZ20
P11831	P13569
O43583	Q9NX47
O14610	Q96PN6
P52434	Q9NW08
O75674	P00533
P17542	Q9Y5B9
Q13219	Q15796
O15520	P08069
P67870	Q15475
P18564	P24821
O14818	O43353
P46777	Q53EL6
P15153	P19838
P21802	Q07889
P19438	Q15311
P35626	Q8NGL9
P10914	Q9UI08
Q05481	Q9GZM8
P45983	Q12968
O60353	O75581
P41134	Q13485
O76093	P35916
P11279	Q9BXS5
O14964	P56545
O75925	P12757
Q13885	Q9NY65
P0CG13	Q13541
O60716	P60953
P56645	Q13516
P15407	P22415
Q9NS73	Q9Y2J2
Q13617	Q9HC36
O75815	O95197
Q04724	Q15038
P31749	P49840
O15197	P52799
Q7Z7E8	Q9UBF6
P82094	Q5VTD9
Q01814	Q13237
P32121	Q8NGT0
P0DI82	Q86SZ2
O15360	Q8NB91
Q99759	Q9UL15
P24928	Q96H20
P24863	Q13535
Q16763	Q9BYM8
A4D0S4	P13612
P01116	Q14644
O95837	P43115
P12757	P26641
O15400	Q15836
P30307	Q14738
P14618	P52790
P38936	Q9UJX2
Q8IWZ8	Q9BUJ2
O43524	P08603
P05161	Q9UMW8
A8MTJ3	Q9NYV7
O75581	P0CG47
P23508	Q9UBT2
Q12834	Q9NYG5
P0CG47	P62979
P47900	P84996
P26373	P84098
P51003	Q15366
Q5QNW6	Q6FI13
O00206	P35247
O43541	P01375
P57087	Q9BX67
P08754	Q9HAV0
P20585	P43246
Q969W9	Q9NRR5
P01889	P61513
Q13546	Q14257
P01889	Q01813
O14939	P48736
Q02763	Q9NP95
O95696	Q96KM6
Q02790	Q9NR46
P62841	P62847
P15248	Q13651
P01106	Q92621
O00233	Q9UL46
P67809	Q13242
P26010	Q08043
P63092	Q8NFM4
P60866	P61247
Q01658	Q9NR33
P08912	Q5JWF2
Q8TEW0	Q9BYG5
Q14627	Q16619
O60258	P10721
O00198	P10415
O15117	Q13094
O95819	P19634
Q8IZI9	Q92985
P62330	Q9BPX3
Q15654	Q9H5Z6
P01730	P01909
Q15428	Q9Y3B4
Q92624	Q969V5
P55210	Q07817
P09038	Q02763
Q14974	Q9UH99
Q8NC42	Q9UKV8
Q8TDR0	Q96KQ4
P49682	Q15835
Q9HAV0	Q9Y572
P07602	P13861
P05412	P17275
Q8TDY2	Q92574
P26196	Q9NRM2
P60568	Q9UHF4
P10301	Q12967
P55036	P62191
O95639	P51003
O75569	O75925
P03886	P56556
P43403	Q9H6Q3
Q12805	Q9Y6X8
P30281	Q14765
Q9NYV6	Q9Y2S0
Q01094	Q14457
P01303	P20382
O43427	Q86YS7
P18146	P22223
P61981	Q9NYF8
P55854	Q8IVS2
Q8NFF5	Q9NRG1
Q09472	Q9UK53
O14490	P46108
P09234	Q86XP3
Q8WUY3	Q96D15
P13501	Q04864
Q13114	Q13490
Q8NI08	Q9H0R8
O14512	Q6UXL0
P62888	P83731
P27986	P62834
P11216	P15735
P61981	Q9UHX1
O75410	O95619
P18146	Q9UQN3
P19174	Q13111
O15438	P10276
O75830	Q9NRR5
P30291	Q8WZA2
A5D8V6	Q9UGN5
P05067	Q9NZ42
P51532	Q16548
O95299	P03891
P04439	Q8NHL6
P05067	Q14344
P01574	Q92793
P17028	Q9BVJ6
Q96M83	Q9UBU7
Q13330	Q16576
P15336	P17612
P05231	Q9UHF4
P01106	Q15393
P40337	Q13526
O15264	P51452
O15519	P14866
P49759	Q13427
P04637	P05121
P19838	Q13478
P42702	Q9GZX6
O95786	Q7Z434
P62979	Q99759
Q9HAV0	Q9UBY5
O00591	Q9NQX3
O75398	P38936
Q14344	Q92997
Q13237	Q96BA8
P05106	P21333
P14859	Q04206
P13945	P32121
O00144	Q9UBV4
Q71F23	Q9H254
O94776	Q9BTC8
Q8N8H1	Q9UGN5
P51571	Q9HC24
O95644	P05112
P62877	Q13620
O75400	Q15459
Q8IWX8	Q8N302
P13236	P46092
P30304	Q9UKB1
O75928	P43358
O95996	Q9BQ87
407035	Q9NPG1
P07339	P55957
O15156	O75791
P54727	Q9NZI7
Q9UKW4	Q9UM73
Q13363	Q92769
P31947	Q14103
Q70Z53	Q9BPX7
P63165	Q7Z3J3
Q09472	Q92585
P16871	P29597
O75038	P24723
O43765	Q9Y624
Q13177	Q14697
P38405	Q8NGK0
O43318	Q9Y4D1
P14416	Q9UBU3
Q9UKX5	Q9UQP3
O60262	Q92633
O96013	Q02750
P43146	P49770
O43915	Q02763
O60739	P60228
P24522	P26641
P46459	P54920
O14641	O43395
P45985	Q14315
P25025	P55774
Q15672	Q9UBC3
O95402	Q9NVC6
P67775	Q13541
Q9UKE5	Q9Y266
P13807	Q9Y478
Q96HA7	Q9Y5B9
P01569	P16871
Q14623	Q9Y6C5
P06396	P62993
P11161	P51610
O14908	P51571
O14508	Q99650
P30281	P52630
P67809	Q9BUJ2
P08572	Q9HCN6
P05107	Q05397
P17544	Q9NR55
P20333	P48594
P19338	Q13464
O60244	P49336
O75791	Q9UQC2
P28324	P28482
P15880	Q16637
P55735	Q8WUM0
P53779	P54829
O14905	Q5T4F7
P46937	Q12959
O60840	Q13554
O00294	Q9H2G2
O15264	Q09472
P07910	P16104
P25205	Q96T60
P62424	Q92900
Q15208	Q9BPZ7
P04406	P61019
P06241	P30260
O95267	P47712
P21583	P22607
P01241	P61247
P11387	P22626
P01137	Q9BTC8
P01889	P26717
P01100	Q96EB6
P41235	Q02487
P04637	P21673
P46108	Q9UN75
O14610	P41586
P19338	Q13535
O95402	P81605
P24864	P46527
Q15633	Q16659
P00519	Q9P1A6
Q08828	Q13557
P04628	P48436
O95167	P03901
P18564	Q17RW2
P45984	P46734
P53778	Q9H1R3
Q15303	Q9Y2D9
P19174	Q07666
B1A4H9	P26951
P62841	P62854
P53779	Q02750
O94941	P51965
P31994	P43405
O75445	Q9HBM0
P56748	Q16625
Q92731	Q92841
P02647	P17931
P22307	Q03135
Q01658	Q9NS73
P45983	P62873
O76071	P33992
Q9BYM8	Q9Y4K3
P52630	P63151
O60684	P50213
P00519	Q15303
P18847	Q9NR55
Q6QNY1	Q969Y2
P01135	P16234
P25024	Q15835
P07195	P35222
P52565	Q14232
O60941	Q8ND30
P56537	Q9Y2X7
P07992	Q9BQ83
P17028	Q9NWS9
Q96CW5	Q9BSJ2
Q01844	Q96FJ2
Q15797	Q969G3
O60684	P05386
P06241	Q9BZW8
P04792	Q04206
O43294	Q9BUZ4
O95777	P37837
Q04206	Q9UN86
O15111	Q7Z434
P23443	P62753
O14730	Q96JQ0
Q6P2E9	Q9NPI6
P51841	Q9UMX6
P61964	Q6DRA6
P39687	Q12988
P40306	Q04206
Q13547	Q9BTC8
P26373	P61513
Q02156	Q9BX67
P25963	P49642
Q13069	Q8NEA9
O43251	P26368
O14757	P61981
P02452	P51888
P18848	P53567
P63000	Q9NR80
P07355	P20823
O00144	Q9GZT5
O00459	P62879
P40227	Q13233
A5PKW4	Q8WVB3
Q9H4K1	Q9UHY1
O14744	P16581
P25208	P62993
P22090	P62266
P04049	P45983
Q8IYI8	Q8NG27
P00533	P49023
P0CG48	Q07820
Q14677	Q9H0R8
Q969T4	Q99496
P36896	P37173
P11215	P61224
P06241	Q8IWN7
P62993	Q02156
P02452	Q13797
O75582	P68431
P18146	Q9H845
O75928	P29590
P27708	Q8NEV4
P12107	P56199
Q13330	Q15717
6702	Q92995
Q03519	Q04206
P54253	Q9NWB1
O14512	Q8N6P7
P49411	Q9Y4K3
P31948	Q14164
P60709	Q9Y5K5
O00487	Q9Y4K3
P24941	P68400
P15260	P23458
P68400	Q9UJU2
P04350	P26641
O00308	Q96G27
O00463	Q13490
O43320	P35968
P35398	P62195
P00734	P04070
P41279	Q04206
O95751	P28698
P04350	Q96AH8
P06454	P37198
Q14197	Q7Z7F7
Q96A32	Q9BZL4
O43707	Q15942
Q15008	Q9Y478
Q03518	Q86V81
P31946	Q9H1K1
P53779	Q9NR28
P53778	Q13424
P68104	Q6IN84
P31947	Q6NUK4
P62136	Q01668
Q08AD1	Q9UK73
P29973	Q9NZT1
O60331	P62330
P55957	Q16548
P40937	Q15714
O00231	P51665
P60709	Q7L2H7
P32121	Q8NGB8
P06730	P42704
P04899	P51686
P63167	Q9NQX3
P22301	P40424
P25963	P29475
P10912	Q12913
O14939	P62330
P25685	Q99759
P02768	P16871
P19388	Q9GZS3
Q93062	Q9BQY4
P40337	Q15652
Q13315	Q9BUR4
O14777	Q14203
P16220	Q8IZS8
P05162	Q71U36
O43889	Q68CJ9
P20963	P29353
O95967	P54253
P51965	Q6UWE0
P13010	P22415
P12931	Q07960
P61247	Q9BV94
O43390	P61254
P61981	Q8N3F8
P30307	P36873
P05164	P51532
P52435	Q8WVC0
P52333	Q99665
P01127	P08138
Q13131	Q9H9S4
P51817	Q92736
P63000	Q14155
P51617	P63165
P62805	Q9BZK7
Q7Z5Y7	Q96L34
P19438	Q96EY1
O43586	Q9Y6E2
Q6IAA8	Q9HB90
P25445	Q92835
442896	Q9Y2Y9
P32121	Q8NGF7
P61313	Q7L5N1
P29973	Q8TD86
P61812	Q9H2X3
P43360	Q96A33
P36888	P51692
Q92993	Q9H2F5
P35080	P46783
406919	P09603
P52756	Q13247
P35222	Q15843
P15923	P63208
P12814	Q07157
P23497	P45973
Q2M3C7	Q9NYA1
Q15287	Q8IWX8
O00574	P78423
Q04206	Q92793
P18084	Q9HBI0
P63244	Q96QB1
P52597	Q9NWB1
Q86US8	Q92900
P62314	Q9NWA0
P16520	P51828
P08581	P42336
P08754	P30872
O14965	Q15435
P08138	P98077
P26639	Q9Y4K3
P63261	Q13352
O00254	P19174
406952	Q13873
P37231	Q5VT06
O60896	O95467
P62263	Q8NHQ8
P63104	Q9HC77
P01100	P60568
O00311	P38936
P08238	P63261
Q93074	Q96HR3
P01100	Q99576
P04637	P09429
O43719	Q99689
P28749	Q16576
P04908	Q96A08
O60383	Q9Y6M9
P46109	Q99704
P12034	Q07889
P08107	Q00653
O95977	P63096
P12755	Q15796
O15105	O15169
O14776	Q9NQ29
O00499	Q13936
P24928	Q9NWA0
P06748	Q5JVS0
O75581	P98082
O14579	P53621
P62714	Q00005
Q13415	Q15554
Q7Z408	Q9H2G2
Q8WV22	Q96MF7
Q71U36	Q9UN37
O95831	P20333
P58876	Q9P0U4
P11686	Q9H334
O14775	Q9UBY5
P03905	P17568
Q9NRD5	Q9P212
P45984	Q9Y6W6
P12980	Q9NQ66
P23508	Q00610
O14964	P61421
Q9Y4A5	Q9Y605
P42226	Q16695
P53779	P63000
O95707	Q9BUL9
P62888	P62993
O00231	P17980
O43561	P06239
P21675	Q93079
Q16363	Q9Y3C7
O00411	Q00653
Q01082	Q6NUQ1
P02765	P02768
O00238	O15264
Q01201	Q92793
P32248	P49407
P28749	Q16659
P08123	P18827
Q8TD86	Q9UQK1
P28749	Q9UQ80
O95467	Q9BWD1
P02533	Q00005
P05388	P63173
P49790	P52948
Q0VDD7	Q13155
Q9C0D2	Q9NV70
Q9NZI8	Q9UET6
O60664	P62380
P38405	Q8NGG4
P09471	P22694
P46779	P62906
O95714	Q13535
P46779	Q02543
P01574	P15260
P84095	Q13017
O15514	O94762
P60520	Q96AH8
O75367	Q9BY41
P53804	Q6VMQ6
Q9NRS6	Q9UI14
P27986	P41743
Q16621	Q92561
P98171	Q8IXI1
P01857	P05546
Q13315	Q92802
P26373	Q02543
O15105	Q9NRA8
P32121	Q8NGH7
P23760	P56693
O15151	P31946
P55268	Q7L1I2
O75943	P12004
P45974	Q92995
P62273	P62280
Q12933	Q8TAI7
O75937	O95400
O43306	P84996
P19086	P49802
O95299	P56556
O75448	P19793
P10155	Q9UHX1
P10415	P78344
Q01844	Q13535
P09651	P11387
P28328	Q92541
Q13191	Q14626
Q16623	Q9P253
P53779	Q16828
O14508	Q05397
P23508	Q96GG9
Q8N2W9	Q99607
406915	O00716
P13611	P98095
Q13315	Q9Y243
Q16629	Q8IX12
P35749	P63267
P61088	Q12986
O95400	P26368
Q13573	Q99459
P00505	Q9UET6
O75159	Q9HBE5
P36954	P62875
O15198	Q13310
P08047	P28360
P62945	Q07020
P08833	Q16665
Q13547	Q92466
P68104	Q9NRR5
P24394	Q9NYY1
Q08462	Q9UBI6
Q16795	Q9NTG7
O60739	P13797
P49759	Q13247
P14672	Q9UGI9
P01909	Q5UIP0
P35626	Q8IXE1
Q13158	Q9HAV5
P01111	Q9HC35
O14867	P15336
P31749	Q53EL6
Q01831	Q13569
P62995	P84103
P56545	Q9UJU2
P38159	Q00839
O75044	Q7L0Q8
Q13136	Q8IUD2
O95467	O95622
P22234	Q9UET6
Q14191	Q9HCU8
P62306	Q15428
Q9GZY0	Q9NPJ8
Q9NP73	Q9P2R6
P01574	Q6UXL0
P30305	P49137
P15621	P67870
P45984	Q9H257
O14745	P41145
P43355	Q9NQG6
O95402	P07237
Q03113	Q92888
P09455	Q13547
O75475	P63165
P01241	Q16186
P35638	Q9NPF7
Q13315	Q9UHB7
O00305	P36873
Q05516	Q99684
Q16637	Q6P4I2
P32121	Q96RD2
Q14164	Q15836
P35580	Q15334
P17844	Q92731
P16333	P32239
P16104	Q92830
P40337	Q14019
P04141	P26951
O00232	O00487
P49019	Q9UBU3
O60814	P61964
Q02224	Q8WVM7
O75581	P56704
P78357	Q12860
O75367	Q08945
A8MW92	P62805
O15519	Q96JQ0
O43390	Q08170
Q9NVR2	Q9Y6X8
P41235	Q9P286
P49841	Q14147
O95831	Q96HA7
Q9NP66	Q9Y580
P59768	Q00722
P14672	P61019
P17948	Q9Y6I3
P63000	Q86VI3
O76024	Q16659
Q15750	Q96AC6
Q16539	Q16828
P0CG48	Q00987
P62993	Q96T58
Q9C0C4	Q9ULL4
P10644	Q9BSF0
Q13573	Q9NVI1
P29373	P30281
P22392	P63173
P20073	Q9H553
O00233	P62333
P08069	Q9HCT0
A8TX70	P26006
O15198	Q99615
P18564	P49747
P02452	Q9NPY3
O15399	P42263
P38405	Q9NZP2
P62258	Q9Y4H2
P26006	P78509
O95197	Q9Y5P4
P26373	P27635
O75530	Q9GZQ8
O60682	Q02363
O60216	Q13573
O14908	Q6P996
Q504Q3	Q58A45
O14936	P18827
Q13573	Q9UKK3
Q96PM5	Q9UQM7
P63208	Q9H211
P46783	P62244
O94916	Q8N5D6
O00327	O15534
P52272	Q12986
Q07889	Q562R1
P43360	Q9NRV9
Q9P2H0	Q9Y2M5
P08172	P50150
P05019	P42338
O60237	P14649
P32780	P51946
