#node1	node2
O95197	Q8N612
O00762	Q9UJX6
P63104	Q7L8J4
P17844	Q9NRR4
P24864	P51946
P42766	P63173
P42701	Q8IZI9
P46379	Q7Z434
P08631	Q13432
O43752	P51809
407025	P60953
O95372	Q96GD3
26765	O60885
O75398	P54727
P62256	Q9Y613
P05121	P98164
Q07890	Q3MIN7
P57739	P78369
P62993	Q7L591
O14508	P40763
P02462	P26012
P78330	Q9H8S9
O43395	Q9Y675
Q01094	Q9NPJ4
O14908	Q96T76
P53779	Q12968
O95208	P08069
P01243	P54819
O15111	Q969T4
P08172	P63218
P16333	Q9UQ26
P23458	P52333
O60266	P16520
P25705	P56381
Q9BUV8	Q9P0M9
Q9NPG1	Q9UBV4
O60508	O75937
P61026	P61966
O60934	Q92793
P17098	Q13315
P17181	P29460
O75190	Q9Y5J5
P05109	Q9UKR5
Q14839	Q8N5A5
P46779	Q02878
P33176	P48058
P63218	Q92633
P05113	P14784
Q15797	Q9BZS1
P46013	P83916
O95819	Q2KJY2
O60674	P18031
P43657	P59768
P30556	P49407
Q96A47	Q9UBR4
P09651	Q9Y572
O60674	Q969J5
P22455	P29353
Q9H2G2	Q9Y2J2
P61981	Q8TEW0
P13987	Q07889
O14933	P78317
P00519	Q9ULD4
O95402	P42166
P08754	P35372
P20333	P63173
P61981	Q96TC7
O43294	O95425
O15127	O95376
P16104	P62875
O14497	Q99459
P16104	Q96DH6
P24394	Q9HBE4
P24928	P61218
P60709	Q07817
406887	P01116
P51668	Q99942
O75325	P18206
P00505	Q6I9Y2
O43561	Q86WV1
P62750	Q02543
O75319	Q9H0R8
P42702	Q13191
P00519	Q9BQ89
P29992	P43115
P10275	P17936
P01876	P02647
P62280	Q00005
O75419	Q15714
P62158	Q9Y375
P49683	Q9C0E4
P01241	Q9Y3D7
O00144	P56705
P16520	P43657
Q14332	Q9UBV4
Q15906	Q6ZRS2
O15054	P03372
O14640	Q9NR80
P08670	Q9P0W2
P22674	P27695
P43364	Q9BQ70
Q24JQ0	Q99750
Q00610	Q15628
P30291	Q58FF6
P51449	P62195
P17706	P42224
Q13362	Q13522
P49768	Q07817
P33076	Q09472
P01889	P55209
O00238	P03971
P09341	P51679
P49662	Q04323
O15371	Q14240
P61218	Q9NW08
P12643	P36894
P08514	P22105
O00329	O15530
P42338	P43405
P20073	Q9BT40
Q13315	Q92925
P05556	P05771
P19174	P49916
406979	P54253
P02751	P13612
Q01094	Q13490
O15372	P05198
P01563	Q08334
P09104	P50995
Q13485	Q8IZD4
Q01196	Q09472
Q12834	Q9NYG5
P10276	Q96T58
P55036	Q99436
P68104	Q8N5U6
Q16629	Q96SB4
P11802	Q9UGY1
O15111	Q9H467
P0CG48	P51617
P01106	Q6ICH7
O95159	P56134
A0JLT2	Q16637
P51668	P51965
P56856	Q96B33
P49642	Q9Y297
P13942	P31431
O60814	Q86WJ1
P51148	Q9H223
P07498	Q9Y6K9
P42285	Q9HAU5
P48736	P54709
Q4VXU2	Q96DH6
P30480	Q13347
P62081	P63104
Q15366	Q9BYX4
P62714	Q92736
Q08209	Q9NYG5
P08047	P22301
Q93062	Q9BRK4
A0JLT2	Q9Y2X0
P19419	Q9Y3A3
P12036	P41219
P31751	P67775
P19838	P38484
O00303	Q99613
P08172	P08754
O43347	Q9H361
P17301	P18084
Q8IU60	Q9HAU5
P27540	P35269
P62745	Q96N67
Q969H0	Q9NQR1
O75197	Q14332
Q92769	Q969S8
O60271	Q14240
O00232	Q5VTR2
P61586	Q9P212
O95059	O95707
P45983	Q15750
P31025	Q13535
Q96FV9	Q9UHR5
P32121	P58170
P07498	P19784
P40818	Q13107
P62993	Q8WU20
Q8TDR0	Q99459
P38405	Q9H2C5
Q4VXU2	Q9UFF9
P09471	P51681
P07202	P15260
P00966	Q9H1I8
P61981	Q9UMS6
P41743	Q16236
P68032	Q8NHR9
Q8TEY5	Q96BA8
P38405	Q6IFH4
P01106	Q16881
P42229	Q9Y6X2
P05161	P14316
P46108	Q14807
P19525	P60953
P22694	Q9H1R3
P14784	Q9UHD0
P17676	Q15306
407026	P39059
O96019	Q96Q83
O95180	Q05586
P42285	Q99624
P63279	Q99856
Q15365	Q16851
Q8ND90	Q9BYG5
P18564	P53708
Q15750	Q96AC6
O95251	Q99728
Q07666	Q13573
P51784	Q4VCS5
P21333	Q13233
P55209	Q10586
O60232	P04181
Q6P2Q9	Q96NB3
Q92731	Q9NVC6
O14640	Q86Z02
P25787	P28070
P63104	Q04837
P06241	Q12879
O94818	P56545
P49841	Q9P1W9
P00533	Q9H267
P42766	P62913
P28482	Q68DD2
O15379	Q9NYJ8
P63104	Q9P2M7
Q8WW43	Q9NZ42
Q04206	Q8NFZ5
P01584	Q8WX94
P35544	P42677
P11171	Q15631
Q07955	Q16629
406881	Q9H9Z2
P51991	Q9BXL5
P25963	Q04864
P51681	P63096
Q13177	Q86YV6
P39023	P62917
O14936	Q9C0A0
O60266	O95398
P10275	P30281
P55884	P60709
Q15080	Q15759
P51617	Q99558
Q9BS18	Q9NZH5
P42285	Q9NZW5
Q15303	Q9HCE7
P11802	P24385
P17252	Q15311
P42336	Q9UKG1
P36897	P84095
Q12906	Q9HCS7
P07711	P13637
Q96RN5	Q9NWA0
P22681	P25942
P23229	P49747
Q8WVX9	Q9H7B4
O14610	P48549
P35626	P58170
P01106	Q5VTL8
O15264	P53779
P04637	P63279
Q96S55	Q9HCU8
Q16539	Q92905
O00182	Q8TDQ0
P60953	Q13432
O43683	P53350
P38159	Q00839
P25205	Q01094
Q06432	Q13557
O14964	P25054
P38405	Q9H340
P22736	Q09472
P41221	Q9ULV1
P53621	Q13315
O75044	Q92730
O60729	Q9UM13
Q8IXJ6	Q92831
P30443	Q14954
O15143	Q9BPX5
P62330	Q9UHV9
P46108	Q13285
P48357	Q07869
P26368	P52756
O43597	P52943
P08138	P46109
Q6NS38	Q8IY92
O60359	Q13555
Q13485	Q8N6I1
P01106	Q8TED0
Q16514	Q9Y4A5
P53350	Q9H6R7
P35626	Q8NGU2
Q8N474	Q93097
P17655	Q07812
Q13017	Q7L0Q8
Q12933	Q9H832
Q00839	Q04206
O43318	P19525
P61254	P62829
P61073	Q99623
P42331	P60953
O75694	O95405
Q16539	Q9Y2T4
P28749	Q9HC98
Q7Z5Q5	Q9BXW9
Q04206	Q8IU54
Q15428	Q9H307
P38159	P67809
Q8WUI4	Q96KK5
P26599	Q07955
P62273	Q14240
O15239	O75251
P01133	Q9UJM3
P01566	P26951
O60884	Q9UL18
P35346	Q5T2W1
Q5JSZ5	Q96KQ7
P23560	P42858
Q13042	Q9UM11
O94762	P30876
Q15714	Q6P4I2
O76041	Q15942
Q99459	Q9UBS0
P02768	Q9H5V8
P56945	Q05209
P13631	Q15788
Q9HAV4	Q9Y5J5
P49116	Q8N5C8
P04626	Q9UKW4
P08195	P62330
P20827	P29317
O00571	Q14240
Q04206	Q15650
P25963	P31751
P07766	Q9Y2R2
P01567	P15509
O75970	Q9Y624
P30154	Q99759
P11229	P48736
O60359	P36873
P61978	Q13535
Q9HCU9	Q9UQL6
P32121	Q6IFH4
Q5KU26	Q9NV70
O00193	Q8WWI5
P07902	Q15645
Q8IXK0	Q9BUB7
O15055	P56645
P20823	P55072
P31785	Q9ULV8
P45973	Q9Y6K1
A8MVU1	P31749
O43677	P03923
Q9H267	Q9H9C1
P28749	Q92994
P36873	P54840
O15264	P06733
O94868	P55072
Q7Z3G6	Q8TAA9
A8K8P3	P41208
P50914	P62987
P12980	Q96AY2
Q13546	Q8IVM0
Q14676	Q9NX02
O75400	Q8IVF7
O14745	Q9BXI6
P41221	P56705
P63261	Q9Y2J2
P10828	P27986
P0C5Y9	P56524
P19876	P51681
O95402	P60842
O43734	Q96RJ3
P29590	Q86Z02
P27986	P30530
P19388	Q9GZS3
O15042	Q96I25
P51610	Q01658
Q9H237	Q9Y6F9
P04083	P60709
P61244	Q9Y4A5
P62241	P62249
P01106	Q15393
O14610	P28222
P32121	Q8NH94
P14625	Q15399
P63000	Q9Y6R4
P61587	Q9H0H5
P08670	Q99963
P35606	Q9HAW0
P34998	Q5JWF2
P38936	Q13432
A6NL26	P38405
P18146	Q00887
P11142	Q12933
Q4VCS5	Q9GZV5
Q86XR7	Q9NPH3
Q15648	Q71F56
Q16629	Q9UBU9
P51610	Q16576
P15882	Q9H4E5
P19634	P31946
P01106	Q9Y6K9
P05387	P18621
P29590	Q92547
P10398	Q04759
P13674	Q92985
P26599	Q15365
P46937	Q04917
Q15628	Q9UHD2
P01308	P07333
Q6P996	Q9Y2Q3
O00151	P63272
O15511	Q9UPY6
P18074	P28715
P06400	P24863
P23284	Q14653
Q15306	Q9H6S0
Q13347	Q9UBQ5
P12034	Q07889
P61587	Q13464
Q16594	Q92831
P51532	Q9UPN9
P09619	Q15147
O75937	Q15428
P56703	Q9H461
P02768	Q9UJS0
P08238	P18124
Q6STE5	Q9UJX2
P09622	P62993
O15264	P07197
P63215	Q00975
Q93077	Q9UQL6
P31930	Q9Y230
P51991	Q9UKE5
Q8N6V9	Q8NEF3
P24864	Q13309
P46940	P62330
O43281	P62993
P63000	Q12967
O75449	P25942
P17081	Q5JSL3
P05787	P42574
Q13148	Q92956
P02778	P51681
P13637	Q13315
P07384	P24298
P62263	Q15843
P04222	P62158
P15056	Q13177
P48549	P59768
P50150	Q92633
P49910	Q9NR12
P63261	Q01094
P06748	Q9UQ80
P05771	Q05586
Q14197	Q9Y2Z4
Q14332	Q9GZT5
Q3V6T2	Q9GZM8
P47870	P60520
O75528	Q09472
Q8WXA9	Q92841
P25054	P35749
O00329	Q9UBK5
P26951	Q07812
P61966	Q14164
Q13237	Q13936
P32121	Q8NGK6
P18564	Q01955
Q16513	Q96JN2
P46695	P67775
P51531	Q68CP9
P08134	Q8N1I0
O95848	P10398
P49910	Q9NWS9
P26012	Q05397
O95163	P45983
P06396	Q99755
P27986	Q96RL7
Q16539	Q9NZJ5
343477	Q15008
P02751	P17301
P09471	P21917
P13569	Q92905
Q96L91	Q9NXR8
Q7Z4Q2	Q9Y4K3
P31785	Q8IU54
O43623	P27361
P24864	Q9NZC3
P42766	Q9UNX3
P16220	Q6VMQ6
Q13155	Q9Y4K3
P46109	Q92608
P61981	Q8N122
Q13547	Q9NRA0
P18124	P18621
P15090	Q07869
O00221	P01583
P48643	Q13233
P25440	P68133
Q13485	Q8WUH2
P24941	Q15714
Q08209	Q9UJX6
Q9HCE7	Q9UII6
P13569	Q13009
P35626	Q8NGR6
O14493	O95049
P38398	Q86U86
O00555	Q9UK08
P49238	Q8WTQ7
P04271	P23297
Q8IUE6	Q8N257
Q14031	Q9HCN6
P19838	Q9Y243
P01889	P63220
P20336	Q01968
P14921	Q9UER7
P18084	P56539
P38405	Q8NHB7
P51681	Q99731
Q5UIP0	Q9UN74
Q15750	Q7L266
P16104	Q96BD6
Q92922	Q99459
P04150	P20226
P23508	Q96FW1
P11473	Q13393
P01570	Q8IU57
P17612	Q9UNY4
P63027	Q12846
Q96RT8	Q9BQE3
P32121	Q8N146
O94966	Q6ISU1
O00626	P51679
P40939	Q00653
P17980	Q7L5Y9
O60739	P60900
P11171	P27797
P20908	P53708
P10144	Q13813
P01106	P25787
O76031	Q15714
O95295	Q9UL45
P02749	P98164
O75771	Q96JH8
P63208	Q8N3Y1
Q92730	Q9BRR9
P62899	P84098
Q9UM73	Q9UQ80
Q8TF72	Q99459
P38936	P56524
Q99665	Q9GZX6
O60477	P10275
P34969	P63092
P22681	Q14626
Q13077	Q96B97
O43493	Q9Y6Q5
O15265	Q9H0E3
Q06787	Q13153
Q99879	Q9UBL3
P20671	Q99880
P37231	P48443
P35637	P52272
P21554	P63096
P25054	Q16363
Q9H1R3	Q9Y375
P60709	Q9UM73
O15264	P35638
Q15796	Q8WXI9
O00559	P03372
O75084	P56704
P21860	P41240
P60709	Q04759
P46109	P51692
O96017	P06400
O00626	Q04206
P26368	Q13573
Q13087	Q9H2G2
406901	Q9BXL8
Q08462	Q13554
P61254	Q9UKV8
P84103	Q8IYB3
Q14197	Q96C36
P38646	Q13077
P17081	Q96QB1
P53041	P55060
Q5FBB7	Q8NDV3
P68400	Q96EZ8
P27694	P35244
P08069	P48736
P0C0S8	Q969S8
P07900	Q9H7B4
P15408	P45984
Q8N5I2	Q969T4
406979	P60484
O60266	Q9UQM7
P12931	P18564
Q13064	Q15819
Q8NDV7	Q9UKV8
Q13257	Q9UM11
P49841	Q9H4H8
P04637	P62987
P14174	Q14164
Q16643	Q9Y297
O15525	P08670
P36897	Q9BQI3
P25205	Q9P2S5
O00329	O00463
O43318	P27361
P16298	Q96LZ3
Q5JWF2	Q9UP65
O60832	Q9NX58
P61081	P62877
P17252	P50150
P12110	P17301
P25205	Q9UNS1
O95067	Q13952
O15479	P62249
P12004	P23508
P18848	Q03060
P27361	Q9Y5K3
Q9UBE8	Q9UJU2
O14818	P23508
P04406	P24522
P51686	P78423
O95819	Q02156
Q13526	Q14653
P61978	Q13151
Q15078	Q9H2G2
Q96P20	Q9Y2G2
P31153	Q9Y4K3
P49888	Q8TC92
P35443	Q08722
P35372	P62879
P15018	Q99650
O60684	Q9Y5K6
Q6NXE6	Q9P2S5
P30304	P50750
P04049	Q13393
P31150	P63104
P38405	Q8NH76
P06756	P35443
P05556	P13942
P24928	Q8TDG2
Q04837	Q68E01
Q14195	Q9NRI5
P69905	Q15904
Q676U5	Q8IZQ1
P41235	Q13503
P67870	Q8IY92
O00459	P22455
O14640	P17252
P26010	P60709
P10071	Q9Y6M4
Q9Y239	Q9Y2Z0
P00533	P62158
O95163	Q9NX18
P18206	P39748
P60763	Q8TEW0
O00292	P61812
Q5XKR4	Q9H8Y8
O75038	Q13555
O43677	Q86Y39
Q08495	Q9UNN8
P15927	Q99638
Q07890	Q7L0Q8
P41231	P50148
O43306	P08754
P53350	Q13535
P50552	P53708
P51149	Q9UI14
Q8TAD8	Q99613
P19438	Q14644
P11021	Q04206
P02795	Q15139
P53618	P53621
P27986	Q8TCU6
P42224	P52333
P42574	Q9BYP7
P09234	Q12906
P61289	Q6ZVK8
P09884	P49642
P49768	P49841
O95178	P03905
Q9NPA5	Q9UKR5
P03372	Q15303
Q12824	Q9UJX2
Q8WXK4	Q9UBF6
P25024	P78556
P31939	P40337
P06239	P08575
O75293	P52564
P48556	Q9Y4K3
P98082	Q9HAU4
P18206	P68133
P49716	Q969D9
O60383	Q9Y3C0
P33176	P42261
P49915	P56545
P33991	Q9Y5N6
O14508	P52333
407011	O94925
Q13467	Q9NQ66
Q16531	Q96F24
P62829	P62891
Q13547	Q92769
Q13323	Q92843
Q71F23	Q9BVA1
O14980	Q9GZX7
P42338	Q86YV9
O95433	Q9H1R2
P18754	Q99832
P07900	Q9H093
P06239	P32927
Q13936	Q15172
O75594	P17066
P24928	Q08945
O95343	Q9Y2V3
O60506	Q9H2B2
P52333	Q08334
O75159	P19235
O43493	Q92542
P19838	P35354
P42702	Q9NPH9
Q16659	Q96DB2
Q13573	Q9H0E9
P35240	Q8IX03
Q9BQ95	Q9HCE7
O60814	Q92769
P01106	P78346
P49019	P63096
P06241	Q86YH6
P01243	P61077
P50219	P52945
P20042	Q14194
P06400	P15692
P25054	Q96KQ4
P23634	P62258
Q66GS9	Q9HC77
P01106	Q8IWK6
Q9UKN8	Q9UL18
P18146	Q96T37
Q9H9S0	Q9UJU5
P78396	Q12834
P10145	P10914
O00217	P03915
O15169	P39687
P35442	Q08722
Q13233	Q9Y4K3
Q15645	Q9BSH5
442918	P16070
Q8WUW1	Q9Y3A3
O96019	Q9Y4A5
P55916	P63104
P30154	Q86US8
P00519	Q9Y2J2
P19338	Q15653
Q15291	Q6ZW49
P08134	Q14CB8
O43639	P48740
O76009	Q9ULA0
P05106	P24821
P04637	Q9HBJ7
P40429	P61353
P05161	Q00978
Q9NPF5	Q9UBU8
P05067	P09936
P23443	P31751
Q8IYD1	Q96Q15
O15479	P46779
Q9H2G2	Q9NYQ7
P05106	Q13797
Q15672	Q92597
Q13748	Q15750
Q14197	Q15120
P35372	P84996
P23511	Q12772
O95998	P10914
P00519	Q12979
P01570	P16871
Q9BRT9	Q9Y248
P25116	P43250
O15297	P19338
P46527	P63104
P30968	P35625
P01871	Q9NYL2
P32121	Q5JQS5
Q15750	Q9H6R7
O60858	Q9UKM9
P01106	Q5QJE6
P15104	Q15653
O00303	P60228
P09619	Q6S5L8
O00232	O00487
O15516	Q09472
P13639	P63104
P14672	P61026
P03372	Q15291
Q16625	Q96AP7
P0C5Y9	Q9UKV0
P48736	Q9UQC2
P01116	P51812
P17252	P17612
P51668	Q6ZSG1
P05019	Q92569
P68431	Q13619
P41594	P48454
P11678	P16333
P48357	P52333
O95163	Q6IA86
P19525	Q8N5Z5
P51003	Q16629
P17612	P54646
Q16637	Q71U36
P10276	P61201
P01568	Q08334
P29083	Q08050
Q6ZNA4	Q969T4
O75486	P01106
P28288	Q15773
P84243	Q86U86
Q99638	Q9HAW4
Q92945	Q9Y4K3
P11387	Q92522
P13232	P26951
P01106	Q04206
P01709	P0CG04
O95793	Q92900
O14788	Q8IZ69
P10599	P19838
P53567	P55198
P82650	Q9UKV8
P01571	P26951
P35626	P51686
P0C0S8	Q9UBN7
O95402	P0CAP2
P30154	Q9UBS0
O15350	P25445
P55010	P60228
O75508	P78369
Q8N3U4	Q9NTI5
P38936	Q8NFD5
Q13547	Q96T58
P38405	Q8NH48
P10914	Q9P2K8
O75674	Q92575
O95251	Q13137
P11362	P20827
P35968	Q15147
P00558	P04406
P14373	Q5VTD9
P42229	P51813
P01106	Q86VW0
P52735	Q04695
P01889	Q16740
P17081	Q96HP0
P49841	Q9UMX1
P16104	Q99536
Q96EY7	Q9UKV8
Q13576	Q9BSL1
P62258	Q9BYG4
Q14627	Q86WN2
P06899	Q9UBL3
P02656	P10276
P10301	Q13009
Q8TB45	Q9BVC4
O60674	P21741
O14512	P78552
P24941	P40337
O00487	O75030
406901	Q6DJT9
Q8IVF5	Q92890
O14610	P30939
P06241	P30273
P22607	Q9Y6I3
Q13315	Q9HCE1
O14949	Q13216
P42766	Q02543
P30304	P49674
Q93009	Q96L34
P00533	P15692
O15105	P35711
P15018	Q9HC73
O60506	Q10586
P53778	P62873
P61769	Q03518
Q8N5F7	Q9Y388
O75084	P09471
Q05209	Q9Y4C8
O60229	P48023
P62258	Q9UK53
P32121	P51148
Q13114	Q15628
P84022	Q9BZ29
P14868	P68104
P06213	P20936
O75446	Q92769
Q9BVJ6	Q9GZM7
P48444	Q15714
Q13619	Q9H211
O43768	P09104
Q8WVB3	Q9NX46
P62140	Q92736
P16870	Q14181
P27540	Q9H6Z9
P63000	Q9BRR9
P51665	P62191
Q16740	Q9BUV8
P07333	Q13191
Q13315	Q14517
Q14831	Q9NRD5
407024	Q01453
P68371	Q96AH8
O14682	P36897
P56945	P84022
P46779	P62906
Q92769	Q969G3
O95487	P19174
P30153	Q9UF02
P00505	P23508
O15479	P62899
O00501	O95484
Q16537	Q562F6
Q8IXH7	Q96DB2
P53779	P63218
Q13315	Q9UF12
P05387	P16104
Q9HAU0	Q9Y496
P23945	P84996
P55064	Q99750
P38646	Q9Y4K3
P53778	P62714
P05000	Q14627
P17844	P40763
P22455	Q13191
P35222	Q13485
P16520	Q9NQ66
P18146	P51825
P05771	P62873
P06241	Q9NQ76
Q15819	Q8ND25
P07437	P19838
P01106	Q8NFD5
O15042	P52756
Q13432	Q16363
P63104	Q9Y3S1
P42261	P49841
O15264	P12036
Q05084	Q9NRD5
P56537	Q969H8
O95715	P46092
Q13573	Q14839
P07949	Q9H0M0
P22607	Q8WYR1
P48436	P62158
P36873	Q9BUA6
Q969H6	Q9Y6K9
P20809	Q99665
P26196	Q13315
P01100	Q15759
Q14191	Q96S55
P84095	Q92556
O00555	P16520
P15735	P62140
O95989	P56182
P49841	Q9Y6I7
Q92769	Q9Y618
P61353	Q9UKV8
P30793	Q96F85
P56703	Q01973
Q14676	Q14683
O15259	P98161
Q15393	Q99717
P01112	Q86YV0
O43921	P54764
O14939	P04049
P41235	Q99435
Q05655	Q99759
Q13501	Q9H0R8
O60739	P61923
O60880	P06127
P83881	P84098
P68400	Q14005
P99999	Q15759
P61244	Q9Y6K1
Q9GZV5	Q9Y2T4
O15372	P20042
Q92830	Q9Y4A5
P62140	Q8TD86
O60762	Q9HAW0
O60603	P01903
P24928	Q6P1J9
P34810	Q15306
P15090	Q92882
P28062	Q03518
O43684	P01106
P38432	Q9NSK0
O95049	Q9P2M7
O75886	Q12965
P04083	Q9UMN6
P30260	Q9UNH5
P09341	Q16570
P16333	Q9BY71
Q9BQA5	Q9UBB5
P06396	P63261
P30480	Q16630
P13236	P25024
O95983	Q8NHZ7
P55060	Q16659
347745	P62070
P18564	P22105
P15248	Q14626
P04626	P12931
Q04206	Q8WTS6
O43318	P18146
P49238	P63096
P46821	Q9H492
Q16236	Q16512
P50570	Q9UBV8
O14986	P62330
P0C869	P28482
P19438	P58107
P36542	P62316
P01106	Q1RMZ1
P14373	P63279
P35244	Q9NSA3
P68431	Q92794
P38936	Q13547
406881	P01112
P46940	P63104
O75159	Q6UXL0
P10809	P35222
P00519	Q13087
O75159	P15260
Q9NRI5	Q9UPN3
P61513	P62424
P12814	P17301
P07093	Q14031
P21583	P22607
O94941	Q9Y2X8
P18077	Q9UL18
Q01344	Q8WXH5
Q14790	Q7L5N1
Q13501	Q16543
P51948	Q07869
Q8TB52	Q9HCE7
P14416	P50150
Q96QU1	Q9Y6N9
P46459	Q86Y82
Q13573	Q9HAU5
P32249	Q13330
P27361	Q04206
Q13315	Q5VUB5
P07996	P24593
P13232	P78552
P04637	Q9NQ88
P18146	Q00577
P49458	Q9NX58
Q16637	Q6IE81
P21246	Q9UBS4
O14802	P19388
P05997	P18564
P10914	P35228
406930	O75116
P06241	P16885
O95466	P12956
P02778	Q14653
P52735	Q9BXP5
Q08211	Q99558
Q13467	Q9H1J5
P52701	P54278
P78556	Q9Y4K3
O43261	Q9NVJ2
Q92925	Q969G3
Q92994	Q9H1D9
P31749	P62714
P19320	P48736
O43306	P05771
Q9UMX1	Q9Y297
P62070	P84022
P50552	Q92636
P51991	Q01094
P17612	Q08828
O15360	Q9HB96
P62837	Q9NXI6
O43929	Q14566
P02778	P25025
P07998	P13489
P11597	Q01844
O15524	P42224
P01588	Q969J5
P04637	Q13227
P51531	Q96GM5
P08648	P56199
P08754	P14416
P10145	P14780
P39656	Q8TCJ2
P18206	P35222
P51159	Q9P2H0
P07766	P48736
P48736	P55211
Q13315	Q13362
O95786	Q13490
O75365	Q9H3U1
Q92993	Q9Y4A5
P08603	Q03591
P21802	Q9HCE7
P01579	P42702
P04637	Q9BTK6
P26373	Q9UNX3
O00571	Q9UHX1
O43741	O75385
Q02556	Q92793
O15392	Q13489
P30519	Q99613
P55795	Q08211
P05412	Q96EB6
P04217	P20073
P01567	Q14626
Q14155	Q96RT1
P22061	P23508
P05556	Q16787
P50750	Q8WXE1
O75251	P03886
Q96CV9	Q9GZV4
Q13683	Q9UKX5
P13569	Q12929
P0CG48	Q9UK53
P04004	P49418
Q06481	Q93074
Q14344	Q9UP65
O94907	Q99750
Q13535	Q8ND56
P13569	Q5T2W1
Q13541	Q9BVC4
P04183	P43246
O60551	Q05513
P22455	Q15389
P09651	Q16539
P33992	P78527
Q14008	Q99459
P12318	Q6PI73
O15230	P05106
O75815	P23526
P25116	P32121
P12814	P43364
O60566	Q10567
P35225	Q9UHX1
P10071	Q86VH2
Q8IZS8	Q9Y5P8
Q96QB1	Q9Y5J5
Q13233	Q3ZCQ8
P60953	Q53QZ3
P07910	P11387
Q9H2G2	Q9NZV5
Q13255	Q13557
O60271	P53350
P29353	Q16659
P27361	Q16827
P10826	P43354
Q9UKE5	Q9Y230
P24941	Q9UJX4
Q00005	Q9BXL8
Q13315	Q96T51
P23528	P61586
P32302	P50148
P08047	P29459
O95251	Q9H079
P43686	Q13573
O43261	Q9NUQ8
P48023	P54284
P41235	P49908
P84022	Q9UI36
P15260	P20809
Q12778	Q15759
O15239	O95139
O60658	Q01201
P20073	Q9UMN6
P14866	Q15287
O95685	Q8TD86
P18887	P38398
O15198	P22670
P31269	Q93062
Q00839	Q13573
P13639	Q9UGJ0
P43146	Q9HCK4
O14744	Q12874
O75821	Q16513
P02768	P07711
P25942	Q03135
P21802	Q9Y4K3
406960	Q13469
O14964	P05783
Q9NSB8	Q9Y566
P15880	Q9UKV8
P34896	P67870
P62258	Q14188
P0CG47	Q99942
P07900	P61247
Q99962	Q9BWN1
Q8NBZ0	Q9Y230
O00212	Q92608
Q13330	Q86YP4
P07910	Q9NR30
P46531	P49841
P19438	Q8WXG6
P05129	P63218
O43593	P11473
P35555	Q16270
O60391	P51817
O75376	Q9UBX0
P08581	Q9GZP0
Q14164	Q92769
O94955	P51151
O60739	Q8N983
O60840	P63218
O60331	P98164
P49005	P61421
P27986	Q9HBH0
Q07866	Q92905
P14174	Q9H8Y8
P35568	Q16620
P10645	Q16543
O95967	Q8NEC5
P04637	P36405
P15498	P60953
P78330	Q99873
P14316	Q9NPI1
O43677	Q9NX14
P49454	Q8WUM0
P25398	P62241
P63279	Q9UBW7
P22736	Q14181
O00264	Q9Y3D7
P61081	Q8TCW9
P51965	Q5VTR2
P52597	Q05519
P63092	Q9UBI6
P09769	P48736
Q13568	Q14790
406935	P04637
P26678	P62140
P60602	Q07817
Q9NRG4	Q9P0R6
P06702	Q15853
P15498	P61224
P78527	Q9Y4R8
P06400	P25490
O95453	P33240
O75496	Q14209
Q14197	Q9H2W6
Q14683	Q9HC98
Q99459	Q9Y3I0
P62945	P63173
P09619	Q92915
O15528	Q99836
O60244	P19793
P62263	P62993
P15531	P35398
P01571	P48551
A6NIT4	P16471
Q12888	Q71DI3
P14866	Q15365
P23458	P42701
P78352	Q15334
P49238	P80075
P23528	P62993
P51946	Q03181
Q13616	Q99459
P26006	Q9HBI1
P07814	Q9UKV8
P35498	Q9HAV0
O94832	Q9Y6K9
P18084	P21333
Q9NZN8	Q9UIV1
P15090	Q93063
O15198	P61968
P01106	Q8WU79
O14867	P38398
O75762	Q02156
O43741	P54619
Q00534	Q8N726
Q15233	Q6WCQ1
O43255	P15498
Q6UN15	Q9C0J8
P61244	Q15759
Q14103	Q15717
P48357	Q15831
Q68CZ6	Q9H6D7
P04899	P24530
P40225	Q01344
P26038	P60709
O00214	P06756
Q99459	Q9UBD5
Q9BZY9	Q9Y2X8
Q8IY92	Q96QD5
O43677	P03905
P15153	Q8WYR1
P30874	P61278
P04150	P06239
O14561	P03923
O94805	P51531
P15336	P19784
P08631	Q9H204
P62805	Q13315
P17066	Q9UNE7
P06756	Q14031
P04183	Q96NT0
Q92796	Q9NYY3
P84022	Q13219
P21452	P29992
406884	P01116
O75365	Q9UI26
A6NM45	O95471
O95467	Q9UK08
P14625	Q16543
O94906	Q15029
P32881	Q969J5
P02768	P17676
P32121	Q8N349
Q13573	Q8N6R0
O14508	P48551
P84022	Q13705
P63261	Q99962
P48058	P62136
O14744	P63104
O75533	Q9UHX1
P23769	P31749
P01008	P41235
Q969N2	Q9H1J1
P06899	P0C0S8
P38646	P41279
P0C1H6	Q96KK5
Q06330	Q9UM47
P08123	P51512
P49736	Q09472
O95267	P0C869
Q6FHJ7	Q93098
P43146	P60228
Q5T3I0	Q8IY92
P35250	Q9UJX2
P24941	P84022
P47898	P63096
O75365	Q9Y6D6
Q99963	Q9Y6M9
O14933	Q9H9V4
Q15233	Q99459
P84022	Q9UIS9
P01112	P05771
Q92736	Q99717
P01574	Q8WXG1
P38936	Q13616
O94916	P48454
Q07890	Q8N1I0
P06213	P21781
P04899	P25025
Q15276	Q9NZ52
P30443	P43629
P26373	P84098
P12107	P53708
P01241	P29401
O60936	Q96T60
