#node1	node2
P09237	Q9HCS4
O75676	P05114
P03372	P36873
P04899	P25116
Q12873	Q9BXP5
P04637	Q92851
P26006	Q92752
P61964	Q16778
Q13936	Q969Q6
P57729	Q15796
Q16778	Q6UXN9
Q13490	Q9Y385
P43307	P68104
Q9BTP7	Q9Y4K3
P14778	Q9H0E2
P16104	Q09472
O75676	Q70SY1
P23458	Q92783
P00533	Q14451
Q8WYR1	Q9UBK5
O95999	P62979
O43745	P19634
P49682	P55773
Q15027	Q15836
O43524	Q16665
P35398	Q9Y6X2
P12931	P16471
P08575	P42680
P28749	P41732
P15153	Q9BYG4
P01889	Q9UKK9
P04908	Q9UBN7
P56199	Q9UQP3
O75448	P49336
O14933	O75369
P61163	Q13573
O76071	Q92769
P25100	Q13424
Q5ST30	Q9Y4K3
P46013	Q9NS87
P51532	Q13127
P05109	P62937
Q12834	Q9H1A4
O43741	P16671
P46108	Q9HCM9
P54284	Q9UQM7
P12268	Q14164
Q13547	Q8IUE6
O14530	Q9Y2X7
P30307	Q9UQM7
P09919	Q01113
P46779	P84098
Q08945	Q99879
P11488	P16499
P01106	Q9NSP4
Q8IWX8	Q8WUA2
P57737	Q15369
P10070	Q13625
Q13485	Q9Y297
P26951	P40225
P16452	P58062
P00491	Q9GZT6
O43482	P15056
O15259	Q9ULH1
P62330	Q9UI26
P41181	P51817
P84095	Q13177
O00716	Q14680
P31947	P45983
P29074	P68104
P18084	P56945
P62081	P62857
O94762	P01033
P04899	P51686
O15335	P18084
Q07812	Q09472
P01106	Q16594
O60271	Q16539
P04156	Q9NX24
P04049	P31749
P21709	P52803
P01133	P36542
P10276	P17483
P12931	Q15027
Q86WN2	Q969J5
P38936	P62820
407047	Q9UKL0
Q9H223	Q9Y2Q3
P04150	Q9Y3R0
P26599	Q92620
Q70SY1	Q92730
P01137	Q8WXI9
O60566	P53350
Q8N474	Q9ULV1
O75821	Q14152
P27348	Q6WCQ1
P43364	P58340
Q08211	Q13151
O00401	Q92747
Q9BYJ9	Q9Y2Q3
O60934	Q9BXW9
P51679	P52333
P21673	Q92993
O14920	P36897
O60341	Q9H1I8
O43719	P63162
P13533	Q9P2M7
Q92529	Q99963
O14775	O60238
406948	P24864
Q9H2M9	Q9H492
O14757	Q9UNS1
Q15345	Q15370
Q13332	Q13885
Q02763	Q12913
P10276	Q13133
P62879	Q92633
P62826	Q00005
P61952	Q15759
P49792	Q5SRE5
P0C0S8	Q96A08
P23368	P31939
Q13137	Q9UBV8
O75530	Q96B02
P22362	P51684
P27797	Q08209
P16871	Q9NY65
P26358	P63104
Q86WN2	Q8N6P7
P13500	P13611
P15882	Q13387
P35228	P37231
P35579	Q07890
Q8WUI4	Q99878
P08069	P49913
P06731	P52272
P11171	P61803
P13747	P43627
P29466	P42574
Q13561	Q9NRI5
Q13263	Q96SB3
P02766	Q15047
P49286	P63215
Q16695	Q9UKW4
P49716	P53567
O14543	Q16659
O00401	P63000
Q9H8W4	Q9UL45
O14904	Q9H237
O15550	Q9UIU6
O43597	P07942
P46783	P62263
O43818	P10114
Q06787	Q9UHD2
Q9H1J5	Q9Y5W5
Q96LZ3	Q9UM13
Q9P2W3	Q9Y272
O75592	P31946
P49841	Q8N0Z3
P24864	P28749
P32248	Q9Y258
P08575	P17931
Q13255	Q14957
Q70Z53	Q9UBQ0
Q13619	Q9BQ67
P32121	Q8NGV5
P05783	P62316
O14807	Q9NZL6
P01375	Q14644
P05386	P49841
P23508	Q96RT1
P38405	Q8NGF4
Q15828	Q96BK5
Q13315	Q9NZC9
P04049	Q07890
Q7L576	Q8IZP0
Q92574	Q9BPZ7
O95391	P12980
P06241	Q13023
P01889	Q9Y678
O00238	Q9H5K3
Q01094	Q09472
Q01780	Q9NQT4
O00231	P26641
Q13131	Q92574
P05014	P16871
O14727	Q9NQS1
P27824	P48039
P01589	Q86WN2
O95602	Q08945
O14920	P08107
P46776	P50914
P62888	P83731
P02768	P08779
P40126	P56693
P01889	Q13200
P52907	Q99759
O15239	Q16795
O95084	Q9H0R3
O15335	Q13797
P08069	Q9NSA1
P31946	Q13627
O95996	Q9BQ87
P23258	Q6NZ67
P62805	Q8NFD5
Q5T5S1	Q93062
O14618	P16871
Q07021	Q9ULD9
O95613	P55036
P10809	Q16611
P61158	Q07889
P10301	Q07889
O75800	Q9Y478
P21796	Q9H0C2
Q9BUV8	Q9P035
P40763	Q13315
O43707	O75578
P51665	Q9Y4K3
P06756	Q01955
P35626	Q8NGK6
P08575	P19235
406906	Q96RU8
P10275	Q92759
Q7L590	Q96CS2
O43318	P28482
P13569	P40879
P01562	P23458
O00483	Q9UI09
P12107	P16144
Q13114	Q9NP84
P24278	Q12933
O15335	P18564
P62979	Q93009
Q13838	Q9NWF9
P16144	P17252
P22612	P27815
O15111	Q15628
P01876	Q8N5T2
O95872	Q8TCT9
Q13077	Q92844
Q16629	Q9BUJ2
Q8IY92	Q96AY2
P17676	Q9HC16
P35712	P56545
Q9BZZ5	Q9Y478
P19793	Q15650
P08138	Q15147
O15320	Q9Y4K3
O14610	Q92633
P19532	Q15843
O00254	P12931
P25940	Q13683
O14832	P28288
P52735	Q92564
A6NHL2	P07437
O15119	Q9H0E2
Q9UKI8	Q9Y294
P59768	Q01970
Q99932	Q9NRR5
P16473	P27797
P56524	Q9UQR1
406995	P84022
P04350	Q9BQE3
Q12933	Q9NP84
Q562F6	Q99661
P06753	Q9UET6
Q15831	Q9Y3A3
P49863	Q13509
Q09161	Q9Y2Q3
P58876	Q969S8
P00533	P10809
O75528	P38398
P31751	Q13362
O00755	Q9H461
Q13315	Q9Y2Y0
P54274	Q9UKY1
P28482	Q13643
P51828	P63092
P50053	P53680
P01375	P63000
P11142	Q99966
P60903	Q9H1D0
P09382	P57678
Q7L0Q8	Q9P2F6
P11487	Q07889
Q15118	Q9Y2R2
Q15572	Q92890
Q04759	Q07157
P26599	P55795
P05014	Q13651
P16871	P60660
O95400	Q15428
Q00839	Q05519
P10827	Q92569
O96020	Q9NYG5
P19793	Q9NPJ6
P23458	Q9NSE2
Q8IWV7	Q9NRX3
O94817	Q7Z6L1
P16520	P35498
O43290	Q9BZL1
Q13501	Q9UDY8
P62805	Q9Y230
O00418	P54646
P61981	Q92764
Q9HAP6	Q9UQB8
P07900	Q13233
P51686	Q16627
P04049	Q04759
P08047	P27540
P32302	Q9UBD3
C9J798	O14807
P63165	Q13426
P02787	P16871
P27361	Q53H76
Q05639	Q9Y4K3
P62136	Q562F6
P38484	P60568
Q9NQ84	Q9NRM2
P16949	Q15019
P67775	Q9NY47
P10827	Q8WYR1
P27348	P61981
P13686	Q96DI7
P08047	P84022
O95786	Q9NQC7
P53420	P56199
P01106	Q9Y4W2
P68363	Q92974
P09471	Q9ULW2
Q8WUA4	Q9Y5Q8
O75293	O95067
P04637	Q8N9N5
Q01780	Q96AT9
P78395	Q15370
P35968	Q8WYR1
O14640	Q9ULW2
Q05513	Q96IZ0
Q8IUQ4	Q9ULH7
P51124	Q12931
Q9H8T0	Q9UPT5
Q14739	Q9Y5J5
O43181	O75380
O14576	P23508
P00338	P20823
O94888	Q13315
P46782	P62280
P62993	Q9H204
Q14451	Q15303
Q92806	Q9UBI6
O95622	P50151
O00257	P49711
O15379	Q06455
P19838	Q9UNN5
O43707	Q13683
P49715	Q01196
O00214	Q14624
P68133	Q9NPF5
P40225	Q9UHF4
P36897	Q99614
O75925	Q96LA8
Q12789	Q99612
P63098	Q14934
P22694	Q01814
494336	P11362
O14976	Q9BXS5
Q15554	Q8NEM0
P61088	Q86Y01
P24941	Q9Y2Q3
P02655	P41235
P49792	Q8NFH5
P00750	P05121
Q06124	Q8WU20
P17987	Q13573
Q8NEM2	Q96AP4
Q15311	Q8NFH8
P22004	Q9H2X0
P62879	Q14451
P60709	Q04206
P16104	Q9UKV0
O95206	Q9NRR5
P01133	P11362
Q4KWH8	Q9UQM7
P49888	Q13432
P38936	Q99816
O43264	O75365
P10912	Q13191
Q8N6Y0	Q9P2K6
O15143	P42768
P06401	Q92569
P20248	P24941
O60216	Q02224
O43809	Q8N5V2
P61160	Q9UKE5
Q13838	Q9UKY1
P42224	Q14258
O95782	Q16695
O15085	P01106
Q9BQY4	Q9Y4Z0
P25963	Q9UDV6
P54253	Q6UWE0
Q15418	Q9H814
P08887	Q9NZ08
P05305	P25101
O75380	P22607
A0JLT2	P62314
P51965	Q96BH1
O75038	Q9NRD5
P08069	Q99963
P24928	P50750
Q5VVX9	Q9BY78
O60684	Q13303
P45984	Q8WZA2
Q15834	Q9P0W2
Q9BTP7	Q9NPD8
O43683	Q13257
P31946	Q92538
O15455	Q13485
P29350	P43405
P03372	Q13547
Q16531	Q96DI7
P62917	Q02878
P16035	Q9Y266
Q16363	Q7L1I2
P53778	Q16690
P37231	Q96EB6
Q13098	Q9P2S5
O00562	Q13315
P46109	Q14289
P11912	P15391
P10275	Q99873
P12314	P59901
P01116	P10721
P01876	Q9H974
P22681	P32927
P08069	P16885
P62241	Q13233
Q7Z3S7	Q969Q6
P27824	P46098
Q6PI98	Q96EZ8
O60885	O95433
Q71UI9	Q96A08
O43678	Q9UI09
Q8IWE5	Q9H0B6
Q13315	Q14676
P35221	Q9UDY2
O60674	P48736
P62937	P63104
P62993	Q92934
P53350	Q99640
O95793	P63000
P23508	Q13642
P16104	Q9H9Q4
P35626	Q8NGJ9
P50395	Q9GZN1
B1A4H9	P14784
P42345	Q92569
Q09028	Q92793
O60921	P06746
Q8NFJ9	Q99814
P26038	Q9Y4K3
P49238	Q07325
Q96KM6	Q9BXP8
P31943	Q5VVJ2
O00505	P01889
P00533	P42566
P24522	Q15652
O15372	P30480
P11171	P63220
Q9UHI6	Q9Y3F4
Q92769	Q9H160
O75531	Q96RT1
P56537	Q9Y265
P05771	Q9UP65
P17676	Q10586
P15813	Q8N423
P14784	P26441
P19525	Q16539
P20042	Q9GZT6
P08107	Q9UBR2
P46926	Q01844
Q5RL73	Q99547
P08754	Q13936
Q13247	Q86V81
P31947	Q9Y446
P38405	Q8NGG0
O43242	P01106
Q9BUV8	Q9UNL2
P33992	P42771
P07288	Q04864
P04637	P53778
P08123	Q92769
P07333	P29353
Q08828	Q9P2W3
O75528	P11142
Q9UF02	Q9Y2T4
Q9HBH0	Q9NZN5
P05015	P48551
P62910	Q99558
P62805	Q13547
P11142	P19438
P40227	P60510
P11234	Q3MIN7
Q16665	Q9UN36
Q96B33	Q9Y5I7
O60814	Q08945
P48634	Q13099
P13010	Q14191
P04792	Q16644
Q92831	Q9UBG7
P07814	Q15653
P51681	Q16363
Q16594	Q5RL73
P51610	Q92769
P32121	Q8NGD1
Q8IXL6	Q9H5J8
Q02241	Q15831
P06400	P17542
O15230	P46109
O43439	P01106
O14640	P84022
P17980	Q5VTR2
P02786	P20963
P36404	Q9Y2Y0
O15198	O43541
P46094	P47992
O15335	P26012
P63165	Q9NYW8
P17661	P63104
P49841	Q02930
P12757	Q8TE76
P05067	Q07954
P60953	P98171
Q12931	Q9Y2C9
P35626	P47887
P35232	P60709
Q00613	Q15545
A8MVU1	P60709
574447	P51617
P33076	Q13952
P01106	Q92698
P06748	P62805
P46778	Q9UQ80
Q9NYQ7	Q9UJ04
P35251	P38398
O95999	Q14289
O15350	P42574
P13535	Q99623
Q08334	Q9P0W0
P17612	Q96D31
P00519	Q9P1A6
P15056	P46940
P61254	Q6R327
P00747	P08697
P35637	Q12986
O14640	P31431
Q8IY92	Q92889
P09382	Q16633
O60341	Q13547
P26368	Q86U42
P20073	Q6UXF1
Q13485	Q9NQB0
406948	P10415
Q9NR96	Q9P1U1
O60684	Q15274
P49407	P60953
P31273	Q9H2G2
P04350	Q13838
P51617	Q9Y2T4
Q9UM47	Q9Y219
Q15654	Q9H5Z6
Q00978	Q8WXG1
Q5SZQ8	Q9UKR5
O43683	Q99459
Q92786	Q92858
P13073	Q14197
P17301	P25391
P10145	P51677
P42701	Q9ULV8
P61978	Q12986
Q9UI95	Q9UM13
O60684	P49366
P14625	Q00597
P10636	P27348
Q6QNY1	Q9UL45
Q96DU9	Q9UIV1
P62140	Q9UBN1
406884	P24385
P06850	P24387
Q9UGJ0	Q9Y376
P06132	Q9UNN5
O00115	Q9Y265
P21802	Q9ULV8
P21333	Q13797
P10828	Q92830
P30304	P78396
O60443	Q13573
Q00978	Q15646
P61952	Q01668
Q9NYG5	Q9UM13
O75604	Q9BUH8
P05771	Q9NQA5
O60231	Q13435
P19438	P51397
Q13573	Q96TA1
P61371	Q8TE12
P31946	Q96NE9
P01583	Q99836
O76064	P61088
P50591	Q13158
Q14790	Q9NS56
Q86Y13	Q9H832
P63104	Q96RK0
P13747	P26717
P52757	Q96L33
P23229	Q9Y4G6
O60573	P78344
O15379	P10827
P20339	Q01968
O00299	P11171
O95167	P03923
P51668	Q96EP1
O14965	Q16600
P30559	Q13596
P42704	Q9Y6K9
P10244	Q5TKA1
P10912	P23467
P53803	Q8WVC0
P06400	P41236
P63151	Q06432
P42285	Q00005
O00212	Q13485
Q7Z3U7	Q9NZ52
P10827	P60709
Q8IYB3	Q99459
P06756	P12107
407006	O43521
Q9BTM1	Q9Y5B9
Q07890	Q9H0H5
O60383	O95257
P60953	Q13153
P10827	Q15788
Q16659	Q96S59
Q00597	Q9NPI8
P30307	Q04917
P61978	Q07666
P46108	P49916
Q15796	Q96RN5
P16104	Q7Z2G1
Q02080	Q13469
P58753	Q13217
Q8IWX8	Q8NAV1
Q68CJ9	Q8TEY5
P41182	Q9Y228
O00622	P18084
P07333	P49765
P16104	Q9NV56
P62987	Q07020
P53779	Q92793
Q13315	Q2TAK8
Q99459	Q9GZZ9
P23497	Q13315
O00141	P50395
P31946	Q14247
P33076	P61018
Q93074	Q9Y2X0
P36578	P42766
P01857	P0CG04
O15379	Q13227
P01116	P06753
Q13554	Q4KWH8
Q04721	Q9Y644
P61952	Q9Y2J4
O60244	Q9BTT4
P45983	P50150
P38405	Q8NG81
P10275	Q13889
Q15654	Q9NXV2
P04198	P49841
O15534	Q13616
P06899	Q96DB2
O43679	P61968
P28482	Q12778
O60658	Q00653
P08887	P29350
O15111	P19105
Q13573	Q9BZE4
Q14151	Q96SB4
Q16637	Q2QGD7
P35222	Q8N752
P08138	P20827
A6NHL2	P17302
Q13137	Q9BUZ4
Q05397	Q9Y2X7
P08637	Q8IYS5
O60232	P14866
P82980	Q92796
P14784	P60568
P46736	Q9NWV8
P36954	P52434
O00459	Q99490
P10275	Q9Y252
P22612	Q16816
P35658	Q8NFH3
Q96EB6	Q9H7Z6
O14775	Q14831
O43395	Q15020
P01135	P08069
Q13227	Q9UJU6
P20226	P42858
O75899	Q9UK08
P52434	Q9Y4K3
P00374	P23511
P07737	P18206
P16035	P43487
Q13188	Q9Y2T4
P13612	P20908
O14508	P10912
P15153	Q15052
P09110	P61964
O14640	O75474
P48552	P56545
P42345	Q9Y478
Q12772	Q15907
P01106	Q5SRE5
P26373	P62888
P20701	Q05397
Q9H3S1	Q9ULL4
P22607	P42566
Q9UJX2	Q9UM11
406893	Q15910
Q96HB5	Q99750
P01106	Q13085
P17181	P48729
O60506	Q13573
P62750	P62993
Q96I34	Q9BTV5
P05023	P22612
O15131	Q9Y6F8
P51693	Q96GM8
O15198	P53582
P09874	Q09472
P61978	Q99873
O14625	P49682
P15121	Q9Y4K3
P49959	Q99873
P02766	P47897
P57678	Q9UL18
P50990	Q00005
Q8IUC6	Q9H6S1
P48061	P61073
P67809	Q01130
P23508	P62873
O75438	P03901
P27348	Q92731
P19022	P26367
P01106	Q86U86
P08107	Q13546
O14933	Q8N9I9
Q9HAV4	Q9UBN6
Q5T3J3	Q9NPI1
O43741	Q7RTN6
P08670	P15090
P01834	P01861
O14933	Q14258
P49913	Q99572
Q08170	Q86U42
P01857	Q9H974
Q8NES3	Q9UM47
P31946	P84103
P57723	Q8WVD3
P03372	P51532
Q96HB5	Q99418
P28482	Q70SY1
P07942	P16070
P35318	Q16665
P62851	Q13573
P08134	Q9H0H5
Q14CM0	Q9NRP7
O14964	P83436
O14965	P52732
P51610	Q09028
O00329	O14610
P48740	P49841
Q7L523	Q9HB90
406961	Q00534
O75396	Q9NYM9
Q92769	Q9BTM1
P35916	P52797
Q92956	Q9H008
P67775	Q9Y624
Q13625	Q92783
O43301	Q96KG7
P15927	Q9H9A7
P35580	P60709
P18206	P99999
P54259	Q92824
P63000	Q52LW3
P09874	P49916
P78543	Q9HBU9
P47872	P63092
P05129	P42345
P01236	P32927
Q9BV47	Q9Y496
P00519	Q9UK85
P03886	P03905
Q7L1V2	Q96AX1
P19438	P23458
P18564	P46108
O15198	P02751
P41182	Q99835
O15335	P05106
P08069	P31371
P10636	P49841
Q8WZA2	Q99714
P61244	Q14582
O15379	P68431
Q9HCE7	Q9Y3C5
Q12834	Q9UJX5
P19784	P67870
P46778	Q15843
Q13535	Q9Y2D5
Q13002	Q8NBJ4
O43524	P27348
Q93033	Q9UHX1
P51610	Q99880
P12318	P35354
Q12791	Q13936
O60260	O60671
P16220	Q53ET0
Q14653	Q7Z2W4
Q5JWF2	Q9P2W3
Q13557	Q9Y6K9
P98160	Q969H0
O95859	Q9ULV1
P32121	Q8NGL9
P00491	Q5UIP0
Q03111	Q16695
P42768	Q07960
P01023	Q8IXA5
O75746	Q9BRX2
Q14151	Q9H492
P00519	Q9HCM9
P23508	P42771
O15031	Q9H3S1
Q92830	Q9H8E8
Q92993	Q99728
P49207	Q07020
P08138	Q16637
O43290	O75554
P08123	P08254
P98160	Q14112
P84090	Q7L5N1
P52803	Q9UF33
Q13509	Q99759
P04637	P05121
P62753	Q9UL18
A8K6C2	O60674
Q15428	Q9BQ61
P12004	P61088
P29401	Q9UBN6
P31749	P62140
Q13885	Q9NXU5
Q13153	Q9NWT1
P60484	Q03135
P08134	Q07890
P42858	P62993
O43741	P22612
P03915	Q16795
P04198	P49736
407018	Q12778
P31749	Q86TI0
P01033	P14780
P63104	P63261
P15509	P22301
P46937	Q9UKB1
P55036	Q8NHQ8
P56880	Q8NI35
P33240	Q92797
P10721	P98077
Q9NWA0	Q9Y3C7
Q01344	Q8IZJ0
P46060	P49792
P04637	Q8TAQ5
P31946	Q96PX8
407021	P60953
Q86U70	Q9UPN9
P24385	Q4LE39
P55036	Q99460
P62745	Q6ZUM4
O15371	O75822
P32248	P34947
P29323	P42684
Q5VTD9	Q96EP0
Q14457	Q5VTD9
O00329	P63218
Q04917	Q9P0L2
Q13163	Q16659
O15054	P68431
O15524	P23458
P00491	P11171
P42285	Q13535
P08887	P40933
P08648	Q92752
P11177	Q15118
O14807	Q92565
O00161	P54920
Q92633	Q9UK08
P38398	Q9BXW9
P15311	P22694
O95376	P62917
P36896	Q15796
O43918	P13010
Q5VU43	Q9NPF4
P04406	P54259
P60983	Q14164
P24522	P38398
P62841	P62854
P06730	Q96F07
P01569	P01589
P13051	P15927
P31946	Q13813
P50148	Q9NZ20
P32121	Q8NGJ1
O96001	P67775
Q5T9A4	Q96T60
P18084	P50552
Q04637	Q9BUB5
P24385	P62877
P35544	P46781
Q14318	Q5T4F4
O95750	P22455
Q96S59	Q9NRI5
P63010	Q15287
P46108	P51692
A1A4S6	P08134
P10145	P18827
P50914	P62913
P02008	P22607
P56703	Q9ULV1
P15692	Q13485
P49790	Q8N1F7
P12931	Q96NS5
O95298	Q86Y39
Q13427	Q8N5F7
P62306	Q9UHX1
Q9UBF6	Q9Y2X8
O00422	P01106
P05014	P48357
O14920	O14965
P47897	P48634
P40225	P78552
C9JDP6	P56880
P55157	Q9BXM0
P12980	P31249
P15923	P41134
P04637	Q12834
P33240	Q05048
P51692	Q15303
P01106	Q9BSQ5
O15553	Q9NX02
P20309	Q96SB3
P63098	Q9UJX4
P67809	Q08170
P12814	Q9UKX5
P15248	P42229
P60953	Q07157
P63279	Q13569
P67775	Q13698
Q15560	Q9UBS3
P62136	Q4KMQ1
Q13526	Q9Y478
O14544	P16871
P56915	Q9Y261
Q14197	Q9Y2R5
P19419	Q07890
Q00978	Q96AZ6
P46934	P51170
P17612	Q9Y6W5
Q9NWB1	Q9Y3T9
P49841	Q9UID3
P42226	Q15306
P01241	Q14627
P40763	Q00653
O43776	P54253
O15027	P49642
P04629	Q9ULV8
Q96EZ8	Q9Y265
O75928	P63244
P0CAP2	Q9NZD4
P11802	Q14683
O60674	P01567
P52907	Q9H1Y0
P25116	Q8WTQ7
P05026	P27361
Q13153	Q99828
O95295	Q96EV8
P51449	Q14686
P01889	Q9H773
P40429	P62987
P16403	P78527
P01566	P01589
O43157	O95754
P25205	Q09472
P43358	Q8WW24
O60739	Q14152
P48643	P62736
P35222	P68366
P16885	Q08881
O96019	Q86U86
O15131	P63165
Q13887	Q92793
O00255	Q13547
P19388	P52434
O75390	P30480
P16333	Q96T58
P15056	Q05655
P35498	P63211
Q00005	Q16539
O15111	O15360
Q01201	Q15233
Q13315	Q6ZNG9
P15884	Q02556
O60258	P07333
407046	Q13127
P16220	P43629
O00329	P63000
Q70Z53	Q9NX46
P60673	Q07889
Q16594	Q9Y4A5
Q15370	Q9Y6I7
P14635	Q9UM11
P63104	Q6Y7W6
O15121	O43809
Q13769	Q9Y3C6
P01583	P05067
P01909	Q5T3J3
P05106	P18031
P05141	Q9HCK5
P18846	Q16649
Q16659	Q8IX03
P18077	P84098
O95400	Q96DG6
Q92561	Q9UNP9
O14654	P20333
O96017	Q16821
P05556	P12107
P84996	Q9HAV0
P43364	Q13490
P04626	P42224
O43660	O75533
P20674	P63279
Q15054	Q16254
O43741	P35575
O95819	Q00839
O15055	P63208
P08195	Q15714
P05388	P46779
P02462	Q9UKX5
O95352	Q9GZQ8
P12931	P49407
O43365	Q16254
P24385	P61024
P45985	Q92851
P11229	P50148
O15553	Q9ULZ3
P06756	P25940
Q00325	Q15796
O75940	Q15811
P51817	Q08289
Q99873	Q9HC24
P22681	Q13191
O60825	Q13131
O00463	Q9NS68
O75365	P58107
P42575	P55210
P51531	Q07666
P53007	Q9HCK5
P07332	P40763
O43474	Q9H9S0
Q9Y2L1	Q9Y3B2
P42224	Q01082
A6NER0	P62258
P08246	P17947
Q7L5N1	Q8IYL3
P21860	P62993
P05113	P78552
P26368	Q00610
Q5UIP0	Q96E14
P17612	P52565
Q14790	Q9BT76
Q13976	Q16558
P15391	Q7Z6A9
Q07889	Q8N1I0
P15498	Q07666
P60763	Q5T5U3
P42772	Q13485
Q8WWY3	Q9H9G7
P04637	Q99973
Q01668	Q06190
P22090	P39019
Q8IWW6	Q96L33
P30291	Q8WZA2
P08670	P84022
Q16777	Q969S8
P22455	Q6S5L8
Q96QV1	Q9UK22
P42330	P43364
Q10570	Q9UKF6
P63104	Q13263
P61956	Q92934
P51677	Q9H2A7
O14514	Q5TCQ9
P58340	Q16478
Q16695	Q9H0H5
Q5VVX9	Q9UPQ4
406906	Q01484
O15230	P10144
P49238	Q16627
Q96MT3	Q9HCE7
O14933	Q86TI0
Q13069	Q8NEA9
Q14197	Q9GZT3
Q14576	Q5SZQ8
P36894	Q15797
P43360	Q16082
P31946	Q86X27
P56856	Q8N7P3
O00471	Q8TEK3
O75554	Q9Y2W2
O95983	Q9UBB5
O14920	Q8IUC6
P13727	Q9NWF9
O43683	P01106
O60503	P04899
P99999	Q9H0C2
O43347	P11940
P46779	Q13485
P29350	P40238
O95661	Q16254
Q13415	Q9UJX2
Q08209	Q9BS18
406988	P15692
Q12929	Q9H7E9
Q99714	Q9HBG4
P26678	Q93084
P06454	P62826
Q96L14	Q9BU64
P0C1Z6	Q9Y265
Q5VTR2	Q9BT78
O95750	P17948
P35222	Q9Y3M2
P31943	Q01081
P07384	P55822
P48507	Q9UET6
Q16643	Q9BVJ7
P16104	Q16695
O14579	Q99816
Q14571	Q9UBN4
P05129	P11234
P51531	Q9UJX2
P16035	P55786
P09913	Q9ULK4
P52198	Q07890
P01106	Q8IXU6
P01568	P15260
P18146	Q9P299
P09619	P23467
O43303	P41208
Q92796	Q99250
Q05397	Q06124
Q16586	Q92629
P63165	Q96QC0
O95049	P56750
P01562	P42224
O43541	Q15796
P02768	P14136
P03923	P51970
Q15910	Q9Y2U9
P31946	Q5TCX8
P40925	Q92796
O15371	P41567
P05000	Q9HC73
P46977	Q9H1C4
Q06124	Q07890
P55196	Q9NQS3
Q02790	Q9P0V3
O14777	Q9Y6D9
O43237	P04350
Q9H171	Q9UET6
P68400	Q14978
P03372	P04155
P37108	Q9NX58
P62081	Q15843
P16220	Q9H7Z6
P15153	Q7Z5H3
P09661	Q7RTV0
O14920	Q9BVA1
P84022	Q15797
P16333	Q9UIF9
P49336	Q9NX70
P31751	P36873
Q92832	Q9BSC4
P01569	Q8N6P7
O60508	Q9HCE7
P01106	Q3KQU3
P04628	P51654
O14686	P51610
P12814	Q9UMD9
O15524	P01589
Q12872	Q13535
O95347	Q9UBN6
O15442	Q9NRI5
P00533	Q9NSE2
O43318	P53041
Q9H0L4	Q9NRR5
Q01469	Q9H1Y0
O43390	Q08170
P07550	P13473
P08172	P63096
Q13485	Q8TB52
P42224	Q13547
P49005	Q9HCU8
P49748	Q14197
P42768	P50552
406983	O60315
P0CG47	Q96PM5
P01112	P45984
P01009	P17931
P29597	P40189
P60953	Q00587
Q15173	Q9UBN1
O00459	Q9Y243
P09471	Q13561
O75051	Q8N3X1
Q92793	Q92830
P50402	Q99963
P05106	Q9BSU1
P07359	P27348
P61978	Q86X55
P18077	P35268
P51817	P53779
Q5UIP0	Q99547
P62249	P62273
P38405	Q8NG84
P05106	P56945
406900	Q01094
P13569	Q9NYL9
P23527	Q13547
Q7L190	Q99961
P41279	Q9Y243
P08842	P21281
P05107	P17947
P63165	Q9H5H4
Q08334	Q13191
Q53TQ3	Q9ULG1
P48023	Q9NSI8
Q6P4R8	Q8NBZ0
P09923	Q12778
Q13200	Q8WVY7
P43631	Q06124
P32121	Q15835
Q13535	Q8NFQ8
P29353	Q13905
P35638	Q16539
Q92806	Q9HAV0
P14866	Q9Y4K3
P56278	Q01844
P42224	Q01628
P51946	Q7L4P6
O60739	P27797
Q86X95	Q92769
P08246	P61962
Q99623	Q9UBB4
Q8N5D0	Q9ULK4
P0CG48	Q9H013
Q9H1A4	Q9NYG5
O60346	P62068
100008588	O95602
P08631	P12314
406885	P01106
O95182	Q9UI09
P53350	Q8IY92
P08138	P42336
P63165	Q03518
P16144	Q16363
Q16665	Q9ULV8
Q96FV9	Q9BQA1
P27986	P42681
Q00610	Q01968
Q15797	Q9UNY4
P50570	Q9NZW5
P0C0S5	Q9Y5T5
P28749	P84022
O00329	P31785
Q13573	Q96AE4
P56748	Q8N7P3
Q66LE6	Q92736
P0C0S5	Q9BY41
P01106	Q13571
Q06124	Q9Y4H2
P42338	Q13191
P19174	Q9NX09
P25054	Q8IVL1
P33993	Q9UBU7
Q8IWF2	Q9UBV2
P38398	Q13547
P07355	Q14164
P32121	Q8NGF9
P68104	Q6IAA8
P52272	Q9BQ04
P11362	P52803
O15264	P62879
O94776	Q8WXI9
P62877	Q15369
P36873	Q08289
P47901	Q03113
O15534	Q99743
O96018	Q92844
P52630	Q01628
Q5VWQ8	Q9H553
O00254	P19174
P16989	Q07157
P35222	P48729
P32246	Q9UBD3
P04406	Q16637
Q9Y243	Q9Y5P8
Q02930	Q03060
P63173	Q9UKV8
Q15365	Q15366
P01574	Q8N6P7
P42224	P50591
P01889	P02771
P25788	Q9Y4K3
O00401	P17301
P33993	P62979
P27824	P38646
P27986	P30086
P22694	P62873
Q6WCQ1	Q9Y572
P06730	Q13542
P01137	Q16576
P45985	P63000
Q5VTD9	Q9UJV3
Q8IVF5	Q92730
Q86SQ9	Q9GZT8
P07949	Q99961
P60520	Q92609
P05129	Q06710
Q07021	Q9UKV8
P46094	Q15835
A2RTX5	Q9Y478
Q13007	Q14626
P09919	Q6UXL0
