#node1	node2
Q15811	Q8TAQ2
O14610	Q9Y272
P20273	P43405
P78352	P98164
P32121	Q06190
Q13546	Q5VWQ8
P36406	Q96LR5
P46108	Q9UNH6
P35250	Q13573
O95398	P08754
P12111	P17301
O00459	P06241
P04839	P47712
O95232	Q9BXR5
P08047	P38936
P62993	Q5M775
O60721	Q9H2G2
P61088	Q13404
P63096	Q8WYR1
O60733	P36956
P08069	P16885
P47898	Q9HAV0
P55789	P61201
O94925	P43360
P20333	Q9P035
Q96FK6	Q9H1D9
Q99459	Q9Y2W1
Q13347	Q99459
P07602	P10912
P09874	P49916
Q16539	Q92905
P15173	Q02363
Q14457	Q96GC9
P10276	Q00056
O15151	P62258
O95167	P03886
O60353	Q96HF1
P30304	Q8NG66
P32121	Q8NGZ4
P12004	P12956
O60663	Q8N806
P22455	Q9Y371
P22694	P45983
O15228	P11473
P22492	P63104
O00212	Q7Z5H3
Q712K3	Q9ULV8
28938	O00410
Q8TEQ6	Q9UHI6
P16455	P22314
P53778	Q9Y6W6
P01111	Q9NZT1
P62805	Q92993
P14859	P51692
Q15287	Q8WXA9
P46531	Q969H0
P41182	Q9HBZ2
P20908	P23229
P07108	P54725
O75154	Q15907
P10451	P42574
O60739	P35637
P49841	Q70SY1
Q5VTD9	Q9ULT6
P19429	Q00005
P17612	Q08493
P32121	Q8NGD0
P40189	P42702
Q9NRD5	Q9NYF0
O60260	P68402
P01106	Q01085
P31943	P52756
Q13547	Q96KQ7
P17301	Q9Y6N6
Q07889	Q9GZY6
O43909	P46108
O96017	Q15717
O95352	P60520
P26441	Q6UXL0
O94916	Q13554
P12956	Q9Y6B2
P16885	Q8IXK0
P01889	P61289
P62877	Q9NXK8
P06899	Q9P0M6
407053	P35568
O96019	Q96EZ8
Q12988	Q5T3J3
Q13233	Q16531
Q5JR59	Q99661
P01567	P01589
P28799	P35555
P32121	Q8NGK5
P16333	Q9UQ26
O43597	Q13191
Q13326	Q96LD1
P35626	Q8NGC6
P08123	P26012
P26358	Q9UK32
P10586	Q9NT99
Q15834	Q9BT92
P08151	P49841
Q01344	Q9P0W0
P15056	P17252
Q66LE6	Q9NWZ3
P11387	Q14197
P62140	Q8IZS8
406940	O75582
O14645	P42858
P23508	P61247
Q13033	Q9Y228
Q7L0Q8	Q8N264
Q8IWZ3	Q9NRI5
Q9BY12	Q9NYQ7
P01106	Q15796
P05783	P10275
P35626	Q8NGC1
P38919	Q6PII3
P60953	P85298
O00459	P08754
Q96B02	Q9Y675
P14867	P60520
Q05639	Q9Y572
P56524	Q6FI13
P43686	Q15654
Q99728	Q9BX63
P61077	Q13490
P04899	P35346
P46531	Q13616
P06729	P09326
Q00987	Q86V86
Q12888	Q92547
P31749	P45985
P04626	P09769
Q13535	Q92804
P19634	Q13464
P05386	P62424
O95433	Q9UPX8
Q12791	Q13237
Q96B02	Q9NS56
Q9NV56	Q9Y265
Q8TEW0	Q92692
O00422	Q9UL03
O43524	Q93009
Q92900	Q9H1J1
P07288	Q9Y3R0
O60739	Q13347
P02462	P53708
P00338	Q92597
O60343	Q9NY93
Q14209	Q75NE6
P49916	Q96FI4
P35030	P55085
Q14683	Q9Y6J8
O00221	P61289
O15105	Q16539
P01876	P24071
P14136	Q8NEV4
P61981	Q99550
P21802	Q9GZV9
P01160	Q9NRR5
O94777	Q9P2X0
Q00722	Q9BYG4
P42677	P62269
P62633	Q9H171
Q16787	Q496J9
Q02833	Q7Z569
Q01082	Q14164
P32246	P55773
P22607	Q9GZV9
Q06413	Q16539
P05230	P07333
Q07889	Q8N431
P35580	P61586
P27986	P35790
P16333	Q9NZM4
Q06413	Q15759
P12236	P19438
P26992	P60568
P10600	P35442
Q13554	Q8NER1
P21266	Q9H1Y0
P05107	P43405
P57077	Q8N5C8
P36578	P62917
Q8WW43	Q9Y219
P08123	P08253
Q9H9E3	Q9Y2V7
P59768	P63096
O75794	Q96KM6
P14784	P55884
P12004	Q13112
Q5ST30	Q9Y4K3
P25787	P28074
P43489	Q13114
P08865	P60866
7012	O60832
O75367	Q08945
P35222	P49840
Q9HBU1	Q9HC77
Q13099	Q6ZVL6
P27361	P53004
Q96M95	Q9Y3Q8
O60224	Q16665
Q9Y266	Q9Y4P8
P23760	P62993
P10275	Q92993
Q13698	Q15173
P12956	Q00839
O14978	Q9NZD8
P08708	P62851
O75822	P01106
P49841	Q8TDN6
O94776	Q8N5A5
P14859	P26583
P38936	Q01094
P0C869	P29992
P47712	P63261
O60508	P51003
Q04206	Q8WTS6
P48634	Q9UHI6
P06241	P22681
O95059	P06576
P05556	P23229
P29350	Q6GTX8
O95741	Q13526
O15379	P23527
P15509	P32881
P30480	P51148
P78406	Q9UQE7
O14904	O95813
Q5QJE6	Q92832
P08729	Q16695
O00257	P11831
Q969Q6	Q9Y698
P08107	P49815
P51571	Q13233
P25445	Q14790
Q04759	Q8TAA9
O95622	P38405
P04626	P46108
P01889	Q9Y617
P52597	Q08211
Q969S8	Q9P0M6
P19438	Q9Y6D5
P10275	P51948
P25786	Q13137
O95049	P13569
P61247	Q9UL18
P05023	P27986
P35580	Q13315
P05787	P15924
P20290	P67870
O60503	Q05655
O75525	Q99873
Q6P4I2	Q92956
Q8NBZ0	Q9H981
P57088	Q9UL18
O75113	Q96J02
Q9H2G2	Q9UK85
Q16695	Q6WCQ1
P10827	P19793
P01106	Q9H7T9
O95817	P00441
O60315	Q7L5N1
P0CG47	Q9HCE7
Q16643	Q9GZQ8
P04626	Q05209
Q9HAW0	Q9Y333
P62280	Q9UET6
Q00005	Q02878
Q01130	Q9NRR5
P25786	P60520
Q92974	Q9H4B7
Q13526	Q9Y6H5
P08887	P29350
P09651	Q08211
P51685	Q9Y4X3
P01303	P14416
O95777	P62310
P51531	Q96GM5
Q8WW01	Q9NPD3
P01106	P04035
P05013	P26992
O15297	Q14683
O60437	P05787
P49005	Q96S55
O75937	P67809
P35626	P51686
P30480	P61604
Q14683	Q9BV47
P10301	P14324
P30050	Q9UKV8
P05783	Q15628
P23511	P49715
O95622	P17252
P49354	P52735
O00231	Q04724
O75925	P10071
Q8IYX0	Q99750
P61981	Q6PKG0
Q16619	Q8IU57
Q15005	Q9NR30
P40225	Q969J5
P01111	Q07890
O15069	Q9UBN7
P00519	P54756
P35626	Q8NGZ6
O00257	P48552
P27635	P42766
P09936	Q15843
P22607	Q9HCE7
Q13573	Q9UKM9
P40225	Q6UXL0
P62330	Q13310
P19387	P30876
O14544	Q14626
P61956	P67870
O75528	P03372
Q9HBE4	Q9UGN5
Q92841	Q9Y2W2
Q13315	Q9NWX6
P16333	Q92918
P28328	Q04724
Q9H237	Q9Y6F9
406887	P05231
P0CG47	P12004
O00217	Q9NX14
Q8WWW0	Q9UMX0
Q03164	Q15291
P21673	Q9BSH4
O00212	Q9Y3M8
Q92974	Q9BUF5
Q01831	Q15797
Q15021	Q9BPX3
Q16665	Q9UQL6
Q9BXL8	Q9H7D0
406933	O60315
P10721	P19174
Q13387	Q7Z5J4
Q9NRI5	Q9NV70
P19532	P49321
P62308	P62316
P04049	P27986
Q01469	Q8IY92
P60568	Q04864
O14818	P25786
O43741	Q9UGJ0
P0CG47	Q16236
Q9BUA6	Q9H1R3
Q13315	Q8N490
P51654	Q93097
P04637	Q07817
Q12873	Q8N2W9
P06241	P68366
P22087	Q9UIF9
Q15645	Q6BCY4
P49841	Q75N90
P06400	P62191
O00141	Q99759
O15123	P11362
P08670	P49841
P27540	Q9UIJ7
O43677	P03886
O14974	P26368
P67870	Q6UVY6
P01111	Q15052
Q6WCQ1	Q9UKW4
Q9Y4K3	Q9Y617
P14598	Q16539
P12980	Q96B36
Q12769	Q9NRI5
P19235	P60568
Q13435	Q6P2Q9
P35626	P47888
Q5T4F7	Q9NPG1
P22362	P51681
O00329	P62879
P01133	P06213
P32121	Q8NGF3
9757	P55157
P01127	P09619
Q6P2C8	Q86YW9
Q96D15	Q9P2K6
P19404	Q16795
P61981	Q92764
O60232	Q9Y230
O14640	O15105
Q9UBK2	Q9UGI9
P04637	Q9H7Z6
P63096	Q9BXC0
P18146	Q969F8
P25490	Q9Y230
O14625	P32302
P10147	P32302
P32780	Q13888
P22087	Q99873
P25025	P55773
P32856	P63027
O75815	P15170
O43795	Q99759
P09769	Q08881
O95396	O96033
P61353	P61513
P52272	Q15653
O00329	P35790
P18077	P62750
P23508	Q96T76
P06239	Q13444
O14796	Q9UIB8
O43837	Q9Y5J5
P46108	P78357
P32121	Q8NH72
P00540	Q99640
P60520	Q96QK1
P54259	Q16527
Q9NR33	Q9NS73
P51449	Q14686
O95433	Q13625
P38398	P61077
Q96F46	Q9Y4K3
P23511	Q9UKY1
O60331	P15153
Q13535	Q9UBE0
P26368	Q9P2G9
O94874	Q9Y2X8
Q8TEM1	Q92621
P23527	P56524
O14737	Q14164
O95751	Q6ZN18
Q13936	Q9UQM7
Q04206	Q8IUH5
P42263	Q05586
O14610	Q9NQ66
P01569	P26992
Q15038	Q6P4I2
P01266	P07307
O76064	P61088
P10914	P32455
O60568	Q9BQY4
Q12929	Q92738
406906	Q8NCF5
O43464	Q16539
P10636	P62979
P04792	Q5UIP0
Q99877	Q9UBL3
P01106	Q96P70
O00471	P62330
Q6P2I7	Q9Y478
P14136	Q12857
O14641	P61586
O43889	P15336
Q49AN0	Q99743
O15379	P06400
574506	P24385
P12980	Q9UHG2
O75886	Q969R5
Q6ZNA4	Q9HAU4
O15162	Q9NVZ3
Q13315	Q16822
P15170	P98170
P61513	Q5T3J3
P01243	P43487
P58107	Q96BK5
P22695	P62330
P04818	Q9UKE5
Q6ZVD8	Q9Y243
P10600	Q9BZS1
P06241	P16284
O75534	P16333
O14641	Q7Z7J5
O95467	P20309
O00141	Q13164
P13073	Q14164
O15524	P16471
P19012	P62195
O14641	Q96MT3
Q12778	Q9Y5W3
Q05209	Q13224
P01570	Q01344
Q92830	Q9UBG7
Q8NHZ7	Q92769
P01563	Q9HBE5
P00374	Q01094
P01871	Q9P209
P29590	Q9UER7
Q13315	Q99569
P28799	Q96AQ9
P13612	P63104
P13500	P50281
P16871	P26441
P16118	Q9UGJ0
O95467	Q9H1C0
406922	P11831
P07199	Q9UGN5
P51668	Q14258
P01106	Q9BTE3
P05093	P22888
P11166	P54619
O43663	P04637
P46092	Q07325
O94806	Q4KWH8
O00159	Q9P2S5
Q01094	Q15022
P19838	P50750
P04637	Q13568
P01106	P27987
O15264	Q9UK08
Q14197	Q8N5N7
Q96KM6	Q9NRR4
O75159	Q13651
P13569	Q9UQ84
P12980	P38398
P61244	Q8TAD8
O14786	P49763
Q9NRR5	Q9UHD9
P17612	P62955
P38405	Q8NGA5
O75970	P57087
P43246	Q14451
P52272	Q9UHD2
P33240	P46379
P41235	Q06710
P15407	P18848
O15121	Q8IVH2
P15374	P62987
P35557	P36956
P46108	Q9ULH0
O75808	Q86YS3
Q04206	Q13352
P14373	Q9H2F5
Q14994	Q9UBK2
O96006	P02766
P51668	Q9H6Y7
Q13330	Q8WXI9
Q15233	Q68DV7
O00299	Q14164
P16284	Q06124
P62837	Q9BZR9
P26373	Q02878
P20226	Q16548
P61247	P62249
P35626	Q15619
P31948	Q13557
145781	Q9P298
P00367	Q14197
O95405	Q14192
P30530	Q96S59
P63261	Q16659
Q13683	Q9Y6N6
O75164	P10412
Q13200	Q9Y4K3
406996	P60484
Q9HAW4	Q9Y297
P46527	P56645
P56703	Q8N474
Q08209	Q9UJX6
Q96EQ8	Q9Y2X8
P11940	Q00653
Q86XI6	Q9Y243
P11586	Q9UBN6
O00212	Q5JSL3
P61604	Q8N8V2
P13569	Q9HBW0
O00255	Q9Y5Z7
P04637	Q13547
406906	P13591
Q01844	Q15906
P62140	Q9Y6K9
P08253	Q08050
P10275	P42574
P08069	P63104
Q13651	Q16619
O95644	P43235
P04350	Q15750
P53778	Q05923
Q02078	Q12968
Q16254	Q99708
P00519	P14317
P09471	Q14833
Q00994	Q12933
A6NKT7	P46060
O15511	Q07889
P17612	Q9UK08
Q06455	Q9BY41
Q15428	Q9Y3B4
P14314	Q4KWH8
O00716	P51531
P45985	Q9UPT6
Q12933	Q7Z3B3
P42773	Q9NXS2
Q16760	Q9UKX3
P06576	P61289
P05186	Q04206
P41595	P50148
P01889	P30520
P46781	P62841
P41220	P63167
P19338	Q99697
P38484	Q9NPH9
P11802	Q8IZ69
P49336	Q9UHV7
P48059	Q15831
P32121	Q8NGG6
P62877	Q01831
P21246	P23467
Q02045	Q32MK0
P43360	P78347
P23769	Q13547
P11142	Q15750
P46108	Q9Y5H7
P01106	Q7Z6B0
P09651	P11387
Q6WCQ1	Q86UA6
O75688	P52735
P28676	P30626
P30480	Q01105
P01241	P38484
O14543	Q9HBE5
P08670	Q9Y6Y0
O00115	Q9Y265
O43813	P63104
P46782	P62244
P18564	Q01955
406991	P09493
P53778	Q13237
P27824	P30101
Q99459	Q9NVD7
Q12959	Q9BTT6
P05230	P22455
Q13177	Q13233
P62877	Q9UKT4
P30153	Q5FBB7
P62256	Q8NA82
O95376	Q9BVJ6
P00491	Q9Y4K3
Q9UM54	Q9Y572
P32121	P34982
P07900	P17676
P18848	P49841
P31751	P49840
P30084	Q9H1Y0
O96013	Q99459
P10827	Q92830
Q15393	Q9Y675
P01562	P14784
P31749	Q9H7J1
O14746	P00519
O43524	P04040
P35968	Q9Y371
P21860	Q15303
406953	O43521
Q99460	Q9UL46
Q04637	Q09161
P10398	Q92985
P08670	P17861
O75365	Q9UJ14
Q15645	Q53HV7
P11233	Q12967
Q13573	Q9UBD5
P52803	P54756
Q13698	Q9Y691
P19634	Q96BS2
P07333	Q00722
O75925	P18031
P04637	P13693
P28069	P37231
P30480	P60660
P01106	Q9NPB8
O75928	Q92547
Q07889	Q9NZN5
P07305	Q13315
O75578	Q9NVD7
407046	P04198
Q13315	Q9UKY1
Q05655	Q13393
Q02078	Q15796
O43255	Q9H422
P16070	P25940
Q9H293	Q9NRR5
Q00653	Q9BVA1
Q04721	Q9UBG7
P55036	Q15008
P56705	Q9ULW2
P16144	Q05397
P84095	Q8IWW6
Q9NX70	Q9Y2R4
Q13243	Q8IWZ8
O00574	P08754
P49368	Q9NX70
P01889	Q13200
A5YKK6	P10828
O75420	P54259
P18509	P41586
P63208	Q8N531
Q15173	Q9Y243
P17861	Q53ET0
P41182	Q99836
P06241	P13805
O43182	Q07889
Q8IY92	Q9NQX3
P78537	Q8IYH5
406991	Q8WYQ5
P32121	Q9NQN1
P06748	Q9Y4K3
Q13748	Q9NYJ8
P42345	Q92569
Q16695	Q4FZB7
O75626	Q9NPI8
O95602	Q5UIP0
P06899	Q9C005
P13164	P15391
P08572	Q6VMQ6
O75051	P06241
Q9BRR9	Q9HBH0
O94916	P26447
P18621	P46778
O43684	Q9UJX6
P01106	P30876
P24928	Q9Y5B0
Q00005	Q15759
P05067	Q9UQF2
Q8IYI8	Q9Y4K4
P37198	Q14653
P63096	P63211
O95405	P36873
P05026	Q06323
P25208	P30305
O00571	P63167
Q07890	Q8N392
Q8NHG7	Q9BZV1
O95622	P35354
P48736	Q9UBY5
O15047	P62807
Q10586	Q14191
P28702	Q9UHV7
P00533	P01135
P30153	P57087
Q14197	Q9P0P8
Q02040	Q99750
O95751	P28698
P07949	Q96J02
Q96DU7	Q9NZT1
P42702	Q9NPH9
P06730	Q04743
P05412	P0CG48
P02533	Q00005
P62826	Q8IY92
P24522	Q14103
O75150	P06899
O43676	P03915
P17252	Q99759
P17661	Q9HAU0
O00220	Q13618
P23921	P30480
O75444	P16220
Q03135	Q9Y4K3
P35462	P62873
Q13573	Q13838
P16471	P40933
P15311	P16070
P62424	P62899
P08238	Q13535
P19387	Q9NX70
O75694	Q8IY92
P01106	Q9UNP4
Q13077	Q5T1R4
P55055	Q9HCK4
P78345	Q99575
P01106	P36542
P15260	P40225
O00161	Q13277
Q92629	Q96LD1
28461	Q99856
P12544	P61978
P12757	P12956
P55160	P60763
P35626	Q8NG80
P27986	Q15303
P20248	Q08050
O95816	Q13233
P63000	Q9Y3L3
P42702	Q9UBD9
P60709	Q92636
O60832	Q03519
O14807	Q13009
P07333	Q96PU5
O75934	Q15428
Q04206	Q9Y6Q9
P11362	P35222
P22061	P40337
Q12830	Q15796
P58107	P62993
P22694	Q01668
Q12888	Q96T60
P12004	Q8IWY9
P52756	Q15428
Q14164	Q9BVK6
Q8IYF1	Q9BQD3
Q8TBE9	Q9H8Y8
Q10570	Q9BZE0
P14679	P56693
P61981	Q8WWL7
Q5T5P2	Q9NQT4
Q504Q3	Q6IBS0
P63261	Q9UHV8
Q14240	Q9BZ23
P20701	P46109
P0C5Z0	Q96DB2
P20936	Q07666
Q96EE3	Q99459
P42226	Q9BQ08
P32969	P84098
P19447	P51946
O00459	P15391
P10914	Q03001
P01106	P49281
P25025	P47992
P01111	P27361
Q07889	Q8NHR9
P63104	Q9P2H0
P55212	Q8WUI4
Q96EB6	Q9H7Z6
P58753	Q9Y2C9
O43708	P62993
O15067	Q14164
Q15562	Q9UJU2
P16234	P46109
P61073	P63096
Q13315	Q86V20
P10275	Q02790
A8TX70	P16070
P08865	P62701
P52747	Q14653
O75762	Q02156
Q92831	Q96ES7
P51991	P61978
Q16539	Q99956
P06127	P43403
Q8WVB6	Q9NRF9
O43306	Q9NZT1
O14836	Q9Y275
P82675	Q9UL18
P31785	Q9UBD9
Q12972	Q8N8V2
P57087	Q9Y624
P55055	Q9H9A7
P17544	P17676
P08581	Q00987
P62136	Q5SWA1
P07948	P14317
P27986	P35222
Q9H3U1	Q9Y2Q3
P11387	Q15029
P05198	P78344
O95197	P41227
P02768	P10720
O95619	Q9NPF5
O00743	P36897
P0CJ76	P25090
Q7Z406	Q96QT4
P01889	P24534
O60664	P16220
P12931	Q13796
O95352	Q09472
P04049	Q13976
P01303	P54619
P08754	Q14416
Q9NX58	Q9UMS4
P01106	P07741
P38405	Q8NG75
O75150	P51965
Q13573	Q92905
P61254	Q96BK5
P29466	Q9HC29
P01242	Q08334
P50336	P54257
O00292	P10600
P26599	Q15717
P15173	P41134
P33240	Q9UI14
P08648	Q9HBI0
P20226	Q96A83
Q13177	Q9UNM6
P22392	Q14204
O94806	Q5SW24
P01241	Q13347
Q92636	Q9GZQ8
O14896	P36952
P01112	P21802
P46092	P63096
P43487	Q9Y4K3
P78314	Q96B97
P54253	Q9BQY4
Q13315	Q96Q42
P61077	Q9NVW2
Q8NEK8	Q9BQY4
Q8N9I9	Q969T4
P35626	Q8NGJ6
Q6Y7W6	Q9NTZ6
Q13535	Q99459
P22607	Q92529
Q16531	Q8N5D0
P49841	Q12840
P35609	Q9NPC6
O00329	P09769
Q8ND90	Q96L34
P08138	P60953
P42224	P48551
P45985	Q13177
P14635	P31314
P21917	Q9UK08
P07814	Q13155
P38398	Q13330
P16471	Q9HBE4
O15511	P62993
P38405	Q6IF00
P32121	Q8WZ84
Q13315	Q5TZA2
P08151	P62258
Q2NKX8	Q99459
P27482	P46020
O94806	P61224
O14610	Q96PN6
P62837	Q86UW7
O96019	Q13315
O94888	Q13315
O00746	P01106
P01112	Q8WYR1
406937	Q01860
P22455	Q15389
P35626	Q8NH59
P56945	Q9H0Q3
P06730	Q96F07
P04637	Q16665
P05107	Q99418
Q15008	Q9UL46
P13994	Q05516
P46940	Q13573
Q9H171	Q9ULE6
O00555	O14775
O43493	P50281
O60506	Q9Y6E0
P01106	Q13164
P02794	Q9NPI1
P07948	P0CG47
O75506	Q9BSB4
O15320	P00519
P17275	P20702
P11171	P49411
P05141	P99999
Q08050	Q16363
P05013	Q13261
P37173	P46937
P45984	Q14934
P16220	Q9Y5K6
P04908	Q99879
Q13315	Q8TED9
P30480	P61077
P08047	Q9Y5K3
P05556	Q14192
Q5VTR2	Q99627
P20226	P21675
O75815	P62273
P98160	Q6VMQ6
P14625	Q16665
P49675	Q53ET0
P04406	P27695
O75376	P10276
P01568	P16871
P30530	Q63HR2
Q86V24	Q96RR4
P16070	Q92888
P0DJD1	P63165
P62807	Q92769
P51149	Q9BQS8
P05129	Q86XP0
P00519	P09769
P35354	P53779
P67870	P82979
C9JDP6	O75508
O43306	P50150
O00329	Q13077
P01106	Q5SY16
P42701	Q14765
O14610	P28482
Q96DE5	Q9UM13
P55157	Q12947
O14508	Q9HBE5
P11831	Q14192
P23470	P42768
P21802	P61328
P53041	Q16665
P32121	Q8NGE5
Q05086	Q14160
P63092	Q86XP0
O43524	P10275
Q01196	Q9UPN9
O94979	Q13535
P61764	Q13501
P35626	Q96RD3
P31942	Q9UKR5
P19875	P61073
P14174	Q9NRL3
P09429	P51608
P62136	Q70SY1
Q13228	Q5UIP0
P20823	P40763
P50151	P51828
O75143	Q8TDY2
P17612	Q16695
P04183	P50224
P01116	P42771
O43597	O43610
P12931	P24723
O60232	Q14005
P45983	Q13114
O14974	O75909
P08700	Q6UXL0
Q9UKG9	Q9Y265
Q08945	Q86Y13
Q9H1I8	Q9Y3C5
P56545	Q9NQB0
P30443	Q14952
P39023	P46778
P04637	P07203
P08637	Q8N149
P62873	Q01970
Q14204	Q9Y5V3
O43809	Q92845
P53365	P61204
O96006	P10644
O14512	P42224
P23025	Q13535
O00506	P61077
O60603	P00533
P05412	P16581
P07333	Q01196
P26012	P53420
P62875	Q9H1D9
P09651	Q92620
P09651	P16104
P31749	Q9Y4K3
406904	P61296
O43255	Q8IUQ4
P98095	Q15067
Q6WCQ1	Q9Y6U3
O14827	P62158
O43683	Q14683
Q05513	Q9GZQ8
P16333	Q13191
Q07817	Q9Y243
P62993	Q9NRR4
P62841	P62857
O14978	Q8WV44
P60660	P63267
O14905	Q6FHJ7
P01106	Q99684
P26651	Q92841
P15880	Q14451
P46783	Q92997
O95639	P27448
P23508	P42771
P06241	P32239
Q13315	Q96KQ7
P08670	Q15628
P40429	P46776
O43707	Q04206
P83876	Q9Y333
O00264	P28288
Q9NRQ2	Q9Y230
P61247	Q9H6J7
O43294	Q05209
Q9UQB8	Q9Y6W5
P09681	P27487
P09471	Q14416
O00329	P17948
P05023	Q9UL18
P19838	P45984
O60551	P04183
P62158	Q9Y283
O95831	Q0VDF9
P22612	P54710
Q96A33	Q9HC24
P01106	P49715
Q13200	Q99459
P25101	P49407
P24723	Q16236
O00303	O15519
O94817	P26196
P25391	P26012
P20248	Q99741
O95628	P61077
P01889	Q9ULC4
P13612	P20908
P25791	P55196
O14640	Q96EB6
P07199	P20366
Q04206	Q14690
P06239	Q13094
Q14192	Q9HAU4
Q15796	Q9NQB0
P06753	P13569
P35222	P42574
P51116	Q15233
O14775	P20073
P32121	Q8NGQ1
P07355	P35555
Q8ND90	Q92831
P38405	Q8NGF8
P63104	Q13698
P04626	Q99704
P30457	Q9Y4L1
P19086	Q86XP0
P19105	P19838
P19438	P19838
P62745	Q8N5V2
P63165	Q9Y3V2
O15198	Q99615
P16383	Q9H2G2
P27361	Q9HAV0
O75030	P01137
Q01094	Q99683
O60763	Q06547
406982	Q8WY64
P16871	Q9HBE4
P68032	Q16658
P04637	P14635
P16471	P78324
P24864	Q09472
Q9BXW9	Q9Y4K3
P01563	P16471
P05412	P49913
Q15303	Q9H201
Q12905	Q9UBD5
O95619	Q9UPN9
P09012	Q99459
O60244	P19793
Q14738	Q15172
P62333	Q9Y4K3
O00329	Q07890
P05386	P46778
P09038	P21802
O00170	Q59H18
P22681	P35968
O60840	P08754
406987	P53634
Q5XPI4	Q96B02
P09471	P34998
Q13315	Q9NR30
O00459	P17948
P29083	Q7KZF4
Q12834	Q96DE5
A4D2G3	P32121
P29803	Q15118
P21675	Q92804
Q9UHD0	Q9UHF4
P18827	Q17RW2
P41134	Q99081
O96013	P61587
Q16659	Q6UXH1
Q9UJX3	Q9UM11
Q5VWK5	Q9P0W0
P01135	Q13424
407014	O43521
Q09161	Q86V81
O95433	Q9Y5H7
P43364	Q15596
P68363	Q9BVA1
O15297	Q13315
P21796	P33176
P02775	Q9NX14
P16104	Q9UQ84
Q02108	Q02556
Q13571	Q96GG9
O43463	Q13547
P04637	Q9H160
Q86YM7	Q9P2A4
P30480	Q9P0L0
O75928	Q9Y2L1
P49407	Q00987
O15481	Q8IY81
O95785	Q9H7E9
P05026	P22694
P37023	Q13485
Q07889	Q9P2F6
P11021	Q13233
P06493	P19784
P26368	Q8IWX8
P11047	Q7L0J3
Q96KQ7	Q9Y6K1
P10321	Q14952
P19438	Q13501
P23258	Q13748
Q86UW9	Q9BQY4
O60936	Q96T60
P14770	Q92569
Q14240	Q96Q15
A7XYQ1	Q13363
P30304	P62258
O75038	Q05513
P62304	Q969L4
P78371	Q9Y2T4
Q99880	Q9UBN7
Q9UBW8	Q9Y4E8
O15455	Q8N5C8
Q13535	Q99708
P05386	P62917
Q01668	Q9Y691
A6NHL2	Q9H4B7
P05112	Q8N6P7
P46663	Q9UBI6
Q9NRI5	Q9Y3P9
P04085	P09486
P05388	P27635
P61513	Q9UNX3
Q13228	Q9H8Y8
Q9Y3C5	Q9Y679
P47712	Q7LDG7
O15234	Q9Y5S9
Q12792	Q13573
Q5VTD9	Q86VX9
P22612	Q6IN85
Q08945	Q9BTM1
Q13573	Q9NSV4
P00533	P42858
P22612	Q08828
P50453	Q8N8V2
P45983	Q13077
O00571	Q9NX70
O60296	P28472
Q8IYD1	Q96DU9
P16220	Q5VWX1
P16333	P32239
P04637	Q9NPP4
O15350	P54278
Q8N612	Q9UI14
O60343	Q96SN8
P68431	Q9NPI1
P01106	P04792
P46776	Q07020
P25788	P28074
P48729	Q86X55
P36894	Q15796
P35250	Q9HCU8
P42568	P51681
Q7Z3B3	Q99459
O94989	P54764
O75716	Q14680
P24864	Q9BS18
Q12815	Q13895
P49238	Q9Y258
O60506	Q9UL18
Q13131	Q9NQR9
P68104	Q12905
P05386	P35268
Q6P4R8	Q9Y5K5
P04150	P12235
Q15834	Q96N46
P13945	Q15835
P56715	Q9Y5J5
Q16513	Q99459
P02766	Q9UKR5
O94761	P27695
A8K8P3	Q99750
P07384	Q96PE3
P30050	P62829
P41159	Q5VWK5
P20333	P62158
P45983	Q9H257
P32881	Q14627
P12931	P42684
Q9H832	Q9H8W4
O14777	P06400
O95644	Q13554
P20073	Q7L5N1
P62158	Q9HD67
P18074	Q13888
P11802	P49918
P46977	Q9NQX7
O43390	Q07955
O95433	P13569
Q8N6F1	Q8NI35
P09471	Q01970
P62993	Q9Y281
P35626	Q5JQS5
Q13131	Q16822
P38936	Q92466
Q13426	Q96SD1
P47813	P60228
P00488	P38936
P07947	Q9HCN6
Q8TEX9	Q9Y2Q3
P06400	P55345
O15162	P49639
Q8IU57	Q9HBE4
Q8N8H1	Q9UGN5
P09341	P32248
P07333	P42338
P63279	Q9H444
O15550	Q15291
P05771	P19883
O95785	Q9NPF4
P18146	P60484
Q15059	Q86TM6
P05067	Q13813
P07307	Q96G23
P45983	Q8N5C8
P51685	P80162
Q8N766	Q9HC24
P08754	P35498
Q8N7H5	Q8WVC0
O14512	Q9HBE5
A8TX70	Q9UKX5
P15509	Q16619
Q86U06	Q9Y3C7
C9J798	P01112
P12980	Q9HA65
P07237	Q9UET6
P32248	Q9Y4X3
P62244	Q9Y6K9
P16333	P42167
O95391	Q9H2H8
P41235	Q07869
O00574	O15467
P61966	Q6P2I7
O00591	O60296
O60739	P62273
P05108	P84022
P04198	Q13287
O60383	Q6P1K2
P01138	Q16288
O15018	Q96RT1
Q13315	Q96LB3
O95785	Q16637
P22612	P32418
Q93062	Q9BX46
P52907	Q9Y478
Q676U5	Q9GZQ8
Q8TAU3	Q9P209
P46108	Q9BYB0
Q15528	Q9NX70
P47712	P84996
P27361	Q9UBI6
P35626	Q8NG92
P01303	Q12884
O14978	Q9H8W4
O95490	Q9Y566
P27540	Q15596
P36941	Q12933
P17676	Q06546
P04183	P13942
P17542	Q12873
Q13616	Q8NI29
